modelName,	radius1,	radius2,	delta1,	delta2,	d1,	d2,	d3,	isCross,	                    flowrate,	P_in,	P_out,	T_wall,	T_fluid,	Nu,	friction,	tp,	rela_Nu,                    	rela_f,	rela_tp
model3333,12.903226,14.193548,6.0,12.0,35.174603,32.15873,37.587302,True,0.05025,1.105,0.0007948,294.3,293.6,294.03029403,0.0231427008958,12705.0984824,rela_nu,rela_f,rela_tp
model3334,10.967742,14.193548,6.0,12.0,35.777778,23.714286,32.15873,True,0.05025,0.853,0.001059,294.2,293.6,343.035343035,0.0178555722649,19211.6689371,rela_nu,rela_f,rela_tp
model3335,10.645161,14.193548,6.0,12.0,35.174603,36.984127,27.936508,False,0.05025,0.7899,0.0009804,294.3,293.6,294.03029403,0.0165347259129,17782.5925618,rela_nu,rela_f,rela_tp
model3336,12.580645,17.419355,8.0,10.0,38.793651,31.555556,30.349206,False,0.05025,1.943,0.001866,294.1,293.6,411.642411642,0.0406836370275,10118.1320481,rela_nu,rela_f,rela_tp
model3337,11.612903,16.774194,8.0,12.0,39.396825,35.174603,24.31746,True,0.05025,1.004,0.001101,294.2,293.6,343.035343035,0.0210194550666,16319.8970644,rela_nu,rela_f,rela_tp
model3338,15.16129,16.774194,10.0,12.0,32.761905,26.126984,28.539683,True,0.05025,1.382,0.001414,294.2,293.6,343.035343035,0.02893528201,11855.2617845,rela_nu,rela_f,rela_tp
model3339,19.354839,15.483871,12.0,12.0,32.761905,35.777778,28.539683,True,0.05025,1.817,0.001211,294.2,293.6,343.035343035,0.0380565693015,9013.82729268,rela_nu,rela_f,rela_tp
model3340,11.290323,16.774194,8.0,12.0,39.396825,35.174603,29.746032,True,0.05025,0.8438,0.001089,294.2,293.6,343.035343035,0.0176621235026,19422.0894778,rela_nu,rela_f,rela_tp
model3341,10.645161,14.193548,8.0,12.0,20.095238,23.714286,24.920635,True,0.05025,0.9518,0.001218,294.2,293.6,343.035343035,0.019922958978,17218.0921225,rela_nu,rela_f,rela_tp
model3342,11.290323,16.774194,8.0,12.0,39.396825,33.365079,28.539683,True,0.05025,0.839,0.001058,294.2,293.6,343.035343035,0.0175621714823,19532.6268954,rela_nu,rela_f,rela_tp
model3343,12.903226,18.064516,8.0,12.0,39.396825,35.174603,29.746032,True,0.05025,1.234,0.001319,294.2,293.6,343.035343035,0.0258353861066,13277.7323946,rela_nu,rela_f,rela_tp
model3344,14.193548,15.483871,12.0,12.0,32.761905,35.777778,28.539683,True,0.05025,0.7545,0.0009414,294.2,293.6,343.035343035,0.0157936054705,21719.8880697,rela_nu,rela_f,rela_tp
model3345,19.354839,15.16129,12.0,12.0,39.396825,35.174603,29.746032,True,0.05025,1.805,0.0009654,294.2,293.6,343.035343035,0.0378102124075,9072.55794648,rela_nu,rela_f,rela_tp
model3346,10.645161,14.193548,8.0,12.0,38.190476,35.174603,24.31746,True,0.05025,0.6408,0.0009537,294.3,293.6,294.03029403,0.0134103439652,21925.6340324,rela_nu,rela_f,rela_tp
model3347,14.193548,15.483871,12.0,8.0,32.761905,35.777778,28.539683,True,0.05025,1.66,0.00149,294.2,293.6,343.035343035,0.0347602065836,9868.62210415,rela_nu,rela_f,rela_tp
model3348,19.354839,15.16129,12.0,12.0,32.761905,35.777778,35.174603,True,0.05025,1.848,0.001744,294.2,293.6,343.035343035,0.0386951178866,8865.08070709,rela_nu,rela_f,rela_tp
model3349,14.516129,14.193548,8.0,12.0,39.396825,35.174603,24.31746,True,0.05025,1.449,0.0008054,294.2,293.6,343.035343035,0.0303522700914,11301.8018752,rela_nu,rela_f,rela_tp
model3350,10.645161,14.83871,8.0,10.0,38.190476,35.174603,24.31746,True,0.05025,0.8762,0.001044,294.2,293.6,343.035343035,0.018342128388,18702.0467733,rela_nu,rela_f,rela_tp
model3351,19.354839,15.16129,12.0,12.0,32.761905,35.777778,34.571429,False,0.05025,1.854,0.001637,294.2,293.6,343.035343035,0.0388231126419,8835.85368848,rela_nu,rela_f,rela_tp
model3352,11.290323,16.774194,8.0,12.0,37.587302,35.777778,35.174603,True,0.05025,0.7784,0.001018,294.2,293.6,343.035343035,0.0162929128642,21054.2673305,rela_nu,rela_f,rela_tp
model3353,14.193548,15.483871,12.0,8.0,32.761905,35.174603,24.31746,True,0.05025,2.05,0.003196,294.1,293.6,411.642411642,0.0428983424134,9595.76497561,rela_nu,rela_f,rela_tp
model3354,11.290323,16.774194,8.0,12.0,39.396825,33.968254,33.968254,True,0.05025,0.7793,0.00102,294.2,293.6,343.035343035,0.016311733773,21029.9743613,rela_nu,rela_f,rela_tp
model3355,19.354839,15.16129,12.0,12.0,39.396825,33.968254,33.968254,True,0.05025,1.779,0.001264,294.2,293.6,343.035343035,0.0372590280499,9206.77110997,rela_nu,rela_f,rela_tp
model3356,14.193548,16.451613,12.0,12.0,32.761905,35.777778,34.571429,False,0.05025,0.803,0.000964,294.2,293.6,343.035343035,0.0168096285506,20407.0745527,rela_nu,rela_f,rela_tp
model3357,10.645161,14.83871,8.0,10.0,38.190476,25.52381,24.31746,True,0.05025,1.214,0.001344,294.3,293.6,294.03029403,0.0254156882231,11568.8503671,rela_nu,rela_f,rela_tp
model3358,10.645161,14.193548,8.0,12.0,38.190476,35.174603,29.142857,True,0.05025,0.5893,0.0009058,294.3,293.6,294.03029403,0.0123319750527,23842.919952,rela_nu,rela_f,rela_tp
model3359,14.516129,14.193548,8.0,12.0,39.396825,35.174603,29.746032,False,0.05025,1.223,0.0007473,294.2,293.6,343.035343035,0.0256168225391,13391.0184416,rela_nu,rela_f,rela_tp
model3360,14.83871,15.16129,12.0,12.0,32.761905,30.952381,28.539683,True,0.05025,0.8029,0.0007315,294.3,293.6,294.03029403,0.0168124055778,17488.8889439,rela_nu,rela_f,rela_tp
model3361,10.645161,14.193548,8.0,12.0,20.698413,23.714286,22.507937,True,0.05025,0.8823,0.001058,294.2,293.6,343.035343035,0.0184696830107,18572.8874088,rela_nu,rela_f,rela_tp
model3362,11.935484,16.774194,8.0,12.0,39.396825,33.365079,28.539683,False,0.05025,1.002,0.001154,294.2,293.6,343.035343035,0.0209764268641,16353.373492,rela_nu,rela_f,rela_tp
model3363,14.83871,15.483871,12.0,12.0,39.396825,33.365079,28.539683,True,0.05025,0.6911,0.0009622,294.3,293.6,294.03029403,0.0144643882154,20327.8762746,rela_nu,rela_f,rela_tp
model3364,11.290323,16.774194,8.0,12.0,32.761905,35.777778,28.539683,True,0.05025,1.063,0.00141,294.3,293.6,294.03029403,0.0222495418822,13215.116769,rela_nu,rela_f,rela_tp
model3365,10.645161,14.193548,8.0,12.0,38.190476,35.174603,29.746032,False,0.05025,0.5966,0.0008933,294.3,293.6,294.03029403,0.0124852355157,23550.2400943,rela_nu,rela_f,rela_tp
model3366,14.516129,14.193548,8.0,12.0,39.396825,35.174603,29.142857,True,0.05025,1.215,0.0007421,294.2,293.6,343.035343035,0.0254492619579,13479.1862964,rela_nu,rela_f,rela_tp
model3367,14.516129,14.193548,8.0,12.0,39.396825,33.968254,30.952381,True,0.05025,1.247,0.0007394,294.2,293.6,343.035343035,0.0261199968122,13133.0545521,rela_nu,rela_f,rela_tp
model3368,14.193548,15.483871,12.0,8.0,32.761905,33.365079,29.142857,True,0.05025,1.684,0.001564,294.2,293.6,343.035343035,0.0352616643395,9728.27997377,rela_nu,rela_f,rela_tp
model3369,19.354839,15.16129,12.0,12.0,32.761905,30.952381,28.539683,True,0.05025,1.945,0.00152,294.2,293.6,343.035343035,0.0407328061278,8421.59859939,rela_nu,rela_f,rela_tp
model3370,14.83871,15.16129,12.0,12.0,39.396825,35.174603,28.539683,True,0.05025,0.6692,0.0009498,294.3,293.6,294.03029403,0.0140056526651,20993.6874105,rela_nu,rela_f,rela_tp
model3371,14.516129,19.354839,8.0,12.0,39.396825,33.365079,29.746032,False,0.05025,2.378,0.001301,294.2,293.6,343.035343035,0.0498125113668,6886.52978183,rela_nu,rela_f,rela_tp
model3372,14.516129,14.193548,8.0,12.0,29.746032,35.174603,28.539683,True,0.05025,1.637,0.001281,294.2,293.6,343.035343035,0.0342825369474,10006.1247965,rela_nu,rela_f,rela_tp
model3373,11.935484,16.774194,8.0,12.0,39.396825,25.52381,29.746032,True,0.05025,1.189,0.001548,294.3,293.6,294.03029403,0.0248874452539,11814.4024439,rela_nu,rela_f,rela_tp
model3374,11.290323,16.774194,8.0,12.0,39.396825,35.174603,29.746032,False,0.05025,0.9389,0.001158,294.2,293.6,343.035343035,0.0196538493238,17453.8502551,rela_nu,rela_f,rela_tp
model3375,10.645161,14.193548,8.0,12.0,38.190476,33.968254,30.952381,True,0.05025,0.5928,0.0009099,294.3,293.6,294.03029403,0.0124052445573,23702.0957283,rela_nu,rela_f,rela_tp
model3376,14.516129,14.193548,8.0,12.0,39.396825,33.968254,33.968254,True,0.05025,1.207,0.000883,294.2,293.6,343.035343035,0.0252786393112,13570.1664482,rela_nu,rela_f,rela_tp
model3377,14.83871,15.16129,12.0,12.0,34.571429,35.174603,28.539683,True,0.05025,0.6615,0.0009291,294.3,293.6,294.03029403,0.0138447045523,21237.7442161,rela_nu,rela_f,rela_tp
model3378,11.935484,16.774194,8.0,10.0,39.396825,33.365079,28.539683,True,0.05025,1.199,0.001237,294.2,293.6,343.035343035,0.0251035503664,13664.8138621,rela_nu,rela_f,rela_tp
model3379,19.354839,15.16129,12.0,12.0,39.396825,33.365079,28.539683,True,0.05025,1.786,0.0009366,294.2,293.6,343.035343035,0.0374126007976,9168.97878582,rela_nu,rela_f,rela_tp
model3380,14.516129,14.193548,8.0,12.0,39.396825,20.698413,29.142857,True,0.05025,1.259,0.0007683,294.2,293.6,343.035343035,0.0263708954556,13008.1037109,rela_nu,rela_f,rela_tp
model3381,10.645161,14.193548,8.0,12.0,20.698413,23.714286,32.15873,False,0.05025,0.7378,0.001087,294.3,293.6,294.03029403,0.0154405436644,19042.7423037,rela_nu,rela_f,rela_tp
model3382,10.645161,14.193548,8.0,12.0,32.761905,35.777778,28.539683,True,0.05025,0.6814,0.0009484,294.3,293.6,294.03029403,0.0142613780961,20617.2427412,rela_nu,rela_f,rela_tp
model3383,14.83871,15.16129,12.0,12.0,29.746032,33.968254,30.952381,True,0.05025,0.7951,0.001243,294.3,293.6,294.03029403,0.0166382073776,17671.9935842,rela_nu,rela_f,rela_tp
model3384,11.935484,16.774194,8.0,12.0,37.587302,35.777778,28.539683,True,0.05025,0.9055,0.001074,294.2,293.6,343.035343035,0.0189555894143,18096.7911647,rela_nu,rela_f,rela_tp
model3385,11.290323,16.774194,8.0,12.0,38.190476,25.52381,24.31746,True,0.05025,1.298,0.002009,294.3,293.6,294.03029403,0.0271622811382,10824.9484841,rela_nu,rela_f,rela_tp
model3386,10.967742,14.83871,8.0,10.0,34.571429,33.365079,29.746032,True,0.05025,0.8001,0.001052,294.2,293.6,343.035343035,0.0167470039675,20483.3857865,rela_nu,rela_f,rela_tp
model3387,14.83871,15.16129,12.0,12.0,40.0,35.174603,23.714286,True,0.05025,0.7399,0.001003,294.3,293.6,294.03029403,0.015486317456,18986.4565844,rela_nu,rela_f,rela_tp
model3388,14.83871,15.16129,12.0,12.0,39.396825,33.365079,23.714286,False,0.05025,0.773,0.001033,294.3,293.6,294.03029403,0.0161794215264,18173.1030093,rela_nu,rela_f,rela_tp
model3389,14.83871,15.16129,12.0,12.0,40.0,33.968254,30.952381,True,0.05025,0.6775,0.0009944,294.3,293.6,294.03029403,0.0141786750824,20737.5013759,rela_nu,rela_f,rela_tp
model3390,11.935484,14.193548,8.0,12.0,39.396825,33.365079,23.714286,False,0.05025,0.8843,0.001217,294.3,293.6,294.03029403,0.0185082679697,15886.4294872,rela_nu,rela_f,rela_tp
model3391,14.83871,18.064516,12.0,12.0,32.761905,30.952381,29.142857,True,0.05025,1.332,0.00109,294.2,293.6,343.035343035,0.0278941378371,12297.7575087,rela_nu,rela_f,rela_tp
model3392,14.83871,17.741935,12.0,12.0,39.396825,33.365079,28.539683,True,0.05025,0.9262,0.001113,294.2,293.6,343.035343035,0.0193886170284,17692.6153388,rela_nu,rela_f,rela_tp
model3393,11.935484,17.419355,6.0,12.0,39.396825,33.968254,28.539683,True,0.05025,1.292,0.001221,294.2,293.6,343.035343035,0.0270530444156,12680.1012768,rela_nu,rela_f,rela_tp
model3394,14.83871,15.16129,12.0,12.0,32.761905,26.126984,28.539683,True,0.05025,0.798,0.0007307,294.3,293.6,294.03029403,0.0167097247353,17596.3577311,rela_nu,rela_f,rela_tp
model3395,11.935484,16.774194,8.0,12.0,39.396825,35.174603,24.31746,False,0.05025,1.144,0.001229,294.2,293.6,343.035343035,0.0239509897665,14322.3869401,rela_nu,rela_f,rela_tp
model3396,10.645161,14.193548,8.0,12.0,20.698413,23.714286,32.15873,True,0.05025,0.715,0.0009913,294.3,293.6,294.03029403,0.0149646911472,19648.2701273,rela_nu,rela_f,rela_tp
model3397,14.516129,17.419355,8.0,12.0,39.396825,33.968254,28.539683,True,0.05025,1.486,0.0007891,294.2,293.6,343.035343035,0.031128083463,11020.1241089,rela_nu,rela_f,rela_tp
model3398,14.83871,15.16129,8.0,12.0,34.571429,35.174603,29.746032,False,0.05025,1.396,0.001202,294.2,293.6,343.035343035,0.0292331469948,11734.4650953,rela_nu,rela_f,rela_tp
model3399,14.83871,15.483871,12.0,12.0,32.761905,30.952381,26.126984,True,0.05025,0.8893,0.0007735,294.3,293.6,294.03029403,0.0186223566303,15789.1023068,rela_nu,rela_f,rela_tp
model3400,14.83871,15.16129,12.0,12.0,29.746032,33.968254,33.365079,True,0.05025,0.7428,0.001106,294.3,293.6,294.03029403,0.0155449389282,18914.8568154,rela_nu,rela_f,rela_tp
model3401,14.83871,15.16129,12.0,12.0,32.761905,36.380952,21.301587,True,0.05025,0.9451,0.0007843,294.3,293.6,294.03029403,0.0197916255025,14856.2983871,rela_nu,rela_f,rela_tp
model3402,14.83871,15.16129,12.0,12.0,40.0,33.968254,38.190476,True,0.05025,0.6007,0.0009027,294.3,293.6,294.03029403,0.0125709691568,23389.6281474,rela_nu,rela_f,rela_tp
model3403,14.83871,17.741935,12.0,12.0,29.746032,33.968254,33.365079,True,0.05025,1.054,0.001263,294.2,293.6,343.035343035,0.0220639945482,15547.2909625,rela_nu,rela_f,rela_tp
model3404,14.83871,15.16129,12.0,10.0,32.761905,33.968254,31.555556,True,0.05025,0.9549,0.0007596,294.3,293.6,294.03029403,0.0199975384012,14703.3243858,rela_nu,rela_f,rela_tp
model3405,11.935484,14.193548,8.0,12.0,38.190476,26.126984,28.539683,True,0.05025,0.7647,0.001003,294.3,293.6,294.03029403,0.016006093112,18369.8977616,rela_nu,rela_f,rela_tp
model3406,11.935484,14.193548,8.0,12.0,33.365079,33.968254,26.126984,True,0.05025,0.7755,0.001035,294.3,293.6,294.03029403,0.0162317763485,18114.4865305,rela_nu,rela_f,rela_tp
model3407,14.83871,15.483871,12.0,12.0,32.761905,30.952381,30.952381,True,0.05025,0.8459,0.0009077,294.3,293.6,294.03029403,0.0177099365753,16602.5605332,rela_nu,rela_f,rela_tp
model3408,10.645161,14.193548,8.0,12.0,20.698413,23.714286,38.190476,True,0.05025,0.6657,0.000937,294.3,293.6,294.03029403,0.013932565501,21103.8156618,rela_nu,rela_f,rela_tp
model3409,11.935484,16.774194,8.0,12.0,37.587302,35.777778,23.714286,False,0.05025,1.118,0.001324,294.2,293.6,343.035343035,0.0234040725995,14657.0790865,rela_nu,rela_f,rela_tp
model3410,11.290323,14.193548,8.0,12.0,39.396825,33.365079,29.142857,True,0.05025,0.7219,0.001115,294.3,293.6,294.03029403,0.0151067135576,19463.551282,rela_nu,rela_f,rela_tp
model3411,10.645161,16.774194,8.0,12.0,39.396825,30.952381,32.15873,True,0.05025,0.7148,0.0009659,294.3,293.6,294.03029403,0.0149610317589,19653.075989,rela_nu,rela_f,rela_tp
model3412,10.645161,14.193548,8.0,12.0,20.698413,23.714286,29.142857,True,0.05025,0.7481,0.0009872,294.3,293.6,294.03029403,0.015658509909,18777.6675902,rela_nu,rela_f,rela_tp
model3413,10.967742,14.83871,8.0,10.0,34.571429,33.365079,38.190476,True,0.05025,0.6974,0.000965,294.3,293.6,294.03029403,0.0145963693146,20144.0706036,rela_nu,rela_f,rela_tp
model3414,14.83871,15.16129,12.0,12.0,33.365079,33.968254,26.126984,True,0.05025,0.6963,0.0009438,294.3,293.6,294.03029403,0.0145737590736,20175.3228213,rela_nu,rela_f,rela_tp
model3415,14.516129,14.193548,8.0,12.0,32.761905,35.777778,28.539683,True,0.05025,1.21,0.00113,294.2,293.6,343.035343035,0.0253363386007,13539.2626552,rela_nu,rela_f,rela_tp
model3416,10.645161,14.193548,8.0,12.0,32.761905,35.777778,24.31746,True,0.05025,0.7534,0.0009926,294.3,293.6,294.03029403,0.0157694778199,18645.5314113,rela_nu,rela_f,rela_tp
model3417,14.83871,15.16129,12.0,12.0,29.746032,33.365079,28.539683,False,0.05025,0.7858,0.001129,294.3,293.6,294.03029403,0.0164456807979,17878.8763836,rela_nu,rela_f,rela_tp
model3418,14.516129,16.774194,8.0,12.0,39.396825,30.952381,32.15873,False,0.05025,1.405,0.0008616,294.2,293.6,343.035343035,0.0294289095971,11656.4068371,rela_nu,rela_f,rela_tp
model3419,14.83871,15.483871,12.0,12.0,32.761905,33.968254,23.714286,True,0.05025,0.9431,0.0008463,294.3,293.6,294.03029403,0.0197484086717,14888.8094691,rela_nu,rela_f,rela_tp
model3420,10.645161,14.83871,8.0,12.0,39.396825,30.952381,31.555556,True,0.05025,0.6747,0.0006787,294.3,293.6,294.03029403,0.0141266073944,20813.9354213,rela_nu,rela_f,rela_tp
model3421,10.645161,16.774194,8.0,12.0,39.396825,30.952381,38.190476,True,0.05025,0.683,0.0009714,294.3,293.6,294.03029403,0.0142944299594,20569.5711453,rela_nu,rela_f,rela_tp
model3422,11.935484,15.483871,8.0,12.0,39.396825,35.174603,21.301587,True,0.05025,0.9583,0.001136,294.2,293.6,343.035343035,0.0200609091138,17099.6908011,rela_nu,rela_f,rela_tp
model3423,11.935484,15.483871,8.0,12.0,39.396825,35.174603,26.126984,True,0.05025,0.8631,0.00108,294.2,293.6,343.035343035,0.0180668149599,18987.0402612,rela_nu,rela_f,rela_tp
model3424,14.83871,15.16129,12.0,12.0,35.174603,33.968254,38.190476,True,0.05025,0.5954,0.0008873,294.3,293.6,294.03029403,0.012460210833,23597.5376318,rela_nu,rela_f,rela_tp
model3425,14.83871,15.16129,12.0,12.0,40.0,23.714286,29.142857,True,0.05025,0.7809,0.001046,294.2,293.6,343.035343035,0.0163447227602,20987.5290066,rela_nu,rela_f,rela_tp
model3426,11.935484,14.193548,8.0,12.0,39.396825,33.968254,38.190476,True,0.05025,0.6438,0.0009193,294.3,293.6,294.03029403,0.0134739410318,21822.1449342,rela_nu,rela_f,rela_tp
model3427,11.935484,16.774194,8.0,12.0,38.190476,33.365079,38.190476,True,0.05025,0.7835,0.001009,294.2,293.6,343.035343035,0.016399990841,20916.8008909,rela_nu,rela_f,rela_tp
model3428,14.83871,15.483871,12.0,12.0,21.904762,35.777778,29.142857,True,0.05025,0.7968,0.001027,294.2,293.6,343.035343035,0.0166783642388,20567.6850634,rela_nu,rela_f,rela_tp
model3429,11.935484,17.419355,8.0,12.0,39.396825,30.952381,32.15873,False,0.05025,1.023,0.001119,294.2,293.6,343.035343035,0.0214172930304,16016.7460261,rela_nu,rela_f,rela_tp
model3430,14.516129,16.451613,6.0,12.0,39.396825,33.968254,28.539683,True,0.05025,2.289,0.001428,294.1,293.6,411.642411642,0.0479445256856,8585.80632004,rela_nu,rela_f,rela_tp
model3431,12.258065,14.193548,8.0,12.0,32.761905,35.777778,28.539683,True,0.05025,0.7523,0.000978,294.3,293.6,294.03029403,0.0157467292514,18672.4677446,rela_nu,rela_f,rela_tp
model3432,10.645161,14.193548,8.0,12.0,20.095238,35.174603,28.539683,True,0.05025,0.7832,0.0008967,294.3,293.6,294.03029403,0.0163960568938,17932.9881528,rela_nu,rela_f,rela_tp
model3433,14.83871,15.16129,12.0,12.0,40.0,23.714286,38.793651,True,0.05025,0.6893,0.0009933,294.3,293.6,294.03029403,0.0144260107475,20381.9544555,rela_nu,rela_f,rela_tp
model3434,14.83871,15.16129,12.0,12.0,40.0,24.31746,23.714286,False,0.05025,0.9759,0.001222,294.2,293.6,343.035343035,0.0204279797122,16792.4262638,rela_nu,rela_f,rela_tp
model3435,10.645161,14.193548,8.0,12.0,20.698413,21.301587,31.555556,False,0.05025,0.7309,0.0009968,294.3,293.6,294.03029403,0.0152978191377,19220.4059536,rela_nu,rela_f,rela_tp
model3436,14.83871,16.774194,8.0,12.0,39.396825,33.968254,38.190476,True,0.05025,1.235,0.001008,294.2,293.6,343.035343035,0.0258628629568,13263.6260575,rela_nu,rela_f,rela_tp
model3437,10.967742,14.83871,8.0,12.0,29.746032,33.365079,28.539683,False,0.05025,0.7668,0.0009861,294.3,293.6,294.03029403,0.0160504605752,18319.1187974,rela_nu,rela_f,rela_tp
model3438,14.83871,15.16129,12.0,10.0,34.571429,33.968254,28.539683,True,0.05025,0.8238,0.001046,294.2,293.6,343.035343035,0.0172438508103,19893.1982658,rela_nu,rela_f,rela_tp
model3439,14.83871,15.16129,12.0,12.0,38.190476,33.365079,38.190476,True,0.05025,0.5985,0.0008982,294.3,293.6,294.03029403,0.0125249543402,23475.5581573,rela_nu,rela_f,rela_tp
model3440,14.83871,15.806452,12.0,12.0,38.190476,33.365079,26.126984,True,0.05025,0.751,0.0009979,294.2,293.6,343.035343035,0.0157190658688,21822.8834905,rela_nu,rela_f,rela_tp
model3441,14.83871,15.16129,12.0,10.0,34.571429,31.555556,28.539683,True,0.05025,0.825,0.001043,294.2,293.6,343.035343035,0.0172690641214,19864.1536463,rela_nu,rela_f,rela_tp
model3442,10.645161,20.0,8.0,12.0,39.396825,35.777778,29.142857,True,0.05025,1.526,0.0014,294.2,293.6,343.035343035,0.031953627628,10735.4115479,rela_nu,rela_f,rela_tp
model3443,14.83871,15.483871,12.0,12.0,21.904762,33.968254,23.714286,True,0.05025,0.8831,0.001087,294.2,293.6,343.035343035,0.0184858421652,18556.6521649,rela_nu,rela_f,rela_tp
model3444,14.83871,15.483871,12.0,12.0,21.904762,35.777778,38.793651,True,0.05025,0.7039,0.0009727,294.3,293.6,294.03029403,0.0147324394554,19958.018149,rela_nu,rela_f,rela_tp
model3445,10.645161,14.83871,8.0,12.0,39.396825,30.952381,38.190476,True,0.05025,0.6428,0.0006889,294.3,293.6,294.03029403,0.0134578112195,21848.2997893,rela_nu,rela_f,rela_tp
model3446,14.83871,15.16129,12.0,12.0,32.761905,23.714286,38.793651,True,0.05025,0.7976,0.0007478,294.3,293.6,294.03029403,0.0167009828633,17605.5682733,rela_nu,rela_f,rela_tp
model3447,14.83871,17.741935,12.0,12.0,35.174603,33.968254,38.190476,True,0.05025,0.7855,0.001032,294.2,293.6,343.035343035,0.0164414261827,20864.0868027,rela_nu,rela_f,rela_tp
model3448,14.83871,16.129032,8.0,12.0,39.396825,30.952381,31.555556,True,0.05025,1.547,0.001561,294.2,293.6,343.035343035,0.0323903858899,10590.653171,rela_nu,rela_f,rela_tp
model3449,14.83871,15.16129,12.0,12.0,35.174603,33.365079,28.539683,True,0.05025,0.6625,0.0009314,294.3,293.6,294.03029403,0.0138656150431,21205.7159466,rela_nu,rela_f,rela_tp
model3450,10.967742,14.193548,8.0,12.0,32.761905,36.380952,38.190476,True,0.05025,0.6466,0.0006364,294.3,293.6,294.03029403,0.0135385545951,21717.9974395,rela_nu,rela_f,rela_tp
model3451,10.645161,16.774194,8.0,12.0,34.571429,33.968254,35.777778,True,0.05025,0.6728,0.0009428,294.3,293.6,294.03029403,0.0140812506808,20880.9785931,rela_nu,rela_f,rela_tp
model3452,14.83871,17.741935,12.0,12.0,39.396825,33.968254,38.190476,True,0.05025,0.7932,0.001037,294.2,293.6,343.035343035,0.0166027033469,20661.4149436,rela_nu,rela_f,rela_tp
model3453,14.83871,17.741935,12.0,12.0,40.0,35.777778,38.190476,True,0.05025,0.7932,0.00104,294.2,293.6,343.035343035,0.0166026404708,20661.4931907,rela_nu,rela_f,rela_tp
model3454,14.516129,14.83871,8.0,12.0,39.396825,33.968254,38.190476,True,0.05025,1.042,0.0006872,294.3,293.6,294.03029403,0.0218245582156,13472.4511317,rela_nu,rela_f,rela_tp
model3455,14.193548,15.483871,12.0,12.0,32.15873,34.571429,29.142857,False,0.05025,0.751,0.0007314,294.3,293.6,294.03029403,0.0157246513613,18698.6844589,rela_nu,rela_f,rela_tp
model3456,10.967742,14.193548,8.0,12.0,32.761905,24.31746,38.190476,True,0.05025,0.6879,0.0006784,294.3,293.6,294.03029403,0.0144032684667,20414.1368822,rela_nu,rela_f,rela_tp
model3457,14.83871,15.16129,12.0,12.0,35.174603,36.380952,38.190476,True,0.05025,0.5951,0.0008891,294.3,293.6,294.03029403,0.0124538854986,23609.5228324,rela_nu,rela_f,rela_tp
model3458,10.645161,16.774194,8.0,8.0,32.15873,33.365079,28.539683,True,0.05025,2.948,0.001871,294.2,293.6,343.035343035,0.0617470215204,5555.4961938,rela_nu,rela_f,rela_tp
model3459,14.83871,15.16129,12.0,12.0,34.571429,33.968254,35.777778,True,0.05025,0.5917,0.0008747,294.3,293.6,294.03029403,0.012382927738,23744.8122327,rela_nu,rela_f,rela_tp
model3460,14.83871,16.129032,8.0,12.0,32.761905,36.380952,29.142857,True,0.05025,1.437,0.00122,294.2,293.6,343.035343035,0.0300920762664,11399.5239145,rela_nu,rela_f,rela_tp
model3461,14.83871,15.16129,12.0,12.0,39.396825,30.952381,31.555556,True,0.05025,0.7308,0.001137,294.3,293.6,294.03029403,0.0152927848589,19226.7331779,rela_nu,rela_f,rela_tp
model3462,14.83871,15.16129,12.0,12.0,35.174603,38.793651,38.190476,True,0.05025,0.5946,0.0008911,294.3,293.6,294.03029403,0.0124433642333,23629.4854445,rela_nu,rela_f,rela_tp
model3463,14.83871,15.16129,12.0,10.0,34.571429,31.555556,38.190476,True,0.05025,0.7194,0.0009811,294.2,293.6,343.035343035,0.0150571231874,22782.2631698,rela_nu,rela_f,rela_tp
model3464,14.83871,15.16129,12.0,12.0,35.174603,31.555556,28.539683,True,0.05025,0.8045,0.001086,294.3,293.6,294.03029403,0.0168385096334,17461.7766317,rela_nu,rela_f,rela_tp
model3465,14.83871,15.806452,12.0,12.0,35.174603,38.793651,28.539683,True,0.05025,0.7062,0.0009651,294.3,293.6,294.03029403,0.0147808037419,19892.7134928,rela_nu,rela_f,rela_tp
model3466,14.83871,17.741935,12.0,12.0,35.174603,31.555556,28.539683,True,0.05025,0.917,0.001101,294.2,293.6,343.035343035,0.0191960485313,17870.1018845,rela_nu,rela_f,rela_tp
model3467,14.83871,15.16129,12.0,12.0,40.0,35.777778,38.190476,True,0.05025,0.6008,0.0009056,294.3,293.6,294.03029403,0.0125730042462,23385.8422596,rela_nu,rela_f,rela_tp
model3468,14.83871,16.129032,8.0,12.0,39.396825,35.777778,29.142857,True,0.05025,1.453,0.001094,294.1,293.6,411.642411642,0.030430056195,13527.4942972,rela_nu,rela_f,rela_tp
model3469,14.83871,15.16129,12.0,10.0,38.190476,33.365079,38.190476,True,0.05025,0.7244,0.0009914,294.2,293.6,343.035343035,0.0151617007919,22625.1228503,rela_nu,rela_f,rela_tp
model3470,14.83871,15.16129,12.0,12.0,34.571429,31.555556,38.190476,True,0.05025,0.7048,0.001008,294.3,293.6,294.03029403,0.0147505624397,19933.4971281,rela_nu,rela_f,rela_tp
model3471,14.193548,15.16129,12.0,12.0,21.904762,33.365079,28.539683,True,0.05025,0.684,0.0009574,294.3,293.6,294.03029403,0.0143156820769,20539.0349164,rela_nu,rela_f,rela_tp
