modelName,	radius1,	radius2,	delta1,	delta2,	d1,	d2,	d3,	isCross,	                    flowrate,	P_in,	P_out,	T_wall,	T_fluid,	Nu,	friction,	tp,	rela_Nu,                    	rela_f,	rela_tp
model3472,14.83871,15.16129,12.0,12.0,40.0,26.730159,38.190476,True,0.05025,0.687,0.000989,294.3,293.6,294.03029403,0.0143778958695,20450.1616021,rela_nu,rela_f,rela_tp
model3473,14.83871,15.16129,8.0,12.0,39.396825,35.777778,26.730159,True,0.05025,1.63,0.001825,294.1,293.6,411.642411642,0.0341244245463,12062.984713,rela_nu,rela_f,rela_tp
model3474,10.967742,14.83871,8.0,12.0,21.904762,33.365079,28.539683,True,0.05025,0.736,0.0009623,294.3,293.6,294.03029403,0.0154054315613,19086.1445757,rela_nu,rela_f,rela_tp
model3475,14.193548,15.16129,10.0,12.0,39.396825,35.777778,29.142857,True,0.05025,0.825,0.001039,294.2,293.6,343.035343035,0.0172691479562,19864.0572138,rela_nu,rela_f,rela_tp
model3476,14.83871,15.16129,10.0,12.0,35.174603,38.190476,29.142857,True,0.05025,0.9152,0.001068,294.2,293.6,343.035343035,0.0191590145158,17904.6444561,rela_nu,rela_f,rela_tp
model3477,14.83871,15.483871,12.0,12.0,28.539683,33.365079,35.777778,True,0.05025,0.7075,0.000974,294.3,293.6,294.03029403,0.014807863514,19856.3617062,rela_nu,rela_f,rela_tp
model3478,14.83871,15.16129,12.0,12.0,38.190476,30.952381,38.190476,True,0.05025,0.6961,0.001138,294.3,293.6,294.03029403,0.0145654971557,20186.766774,rela_nu,rela_f,rela_tp
model3479,14.83871,15.483871,12.0,12.0,30.952381,35.777778,28.539683,True,0.05025,0.822,0.0007656,294.3,293.6,294.03029403,0.0172120019762,17082.8642965,rela_nu,rela_f,rela_tp
model3480,14.83871,15.16129,12.0,10.0,38.190476,33.968254,29.142857,True,0.05025,0.8346,0.001073,294.2,293.6,343.035343035,0.0174696388403,19636.0867086,rela_nu,rela_f,rela_tp
model3481,14.83871,15.16129,12.0,12.0,32.761905,35.777778,38.190476,True,0.05025,0.7034,0.0006713,294.3,293.6,294.03029403,0.0147282770584,19963.6585368,rela_nu,rela_f,rela_tp
model3482,14.83871,15.16129,12.0,12.0,38.190476,33.365079,35.777778,True,0.05025,0.5956,0.0008892,294.3,293.6,294.03029403,0.0124643627506,23589.6772193,rela_nu,rela_f,rela_tp
model3483,10.645161,14.83871,8.0,12.0,40.0,36.380952,38.190476,True,0.05025,0.5661,0.0008844,294.3,293.6,294.03029403,0.011846181826,24820.6804816,rela_nu,rela_f,rela_tp
model3484,14.83871,15.483871,12.0,12.0,35.174603,33.968254,26.126984,True,0.05025,0.7211,0.0009659,294.3,293.6,294.03029403,0.0150930715425,19481.1435965,rela_nu,rela_f,rela_tp
model3485,10.645161,14.516129,8.0,12.0,35.777778,35.777778,38.190476,True,0.05025,0.5479,0.000863,294.3,293.6,294.03029403,0.0114651820784,25645.4971251,rela_nu,rela_f,rela_tp
model3486,14.516129,15.483871,12.0,12.0,38.190476,33.365079,38.190476,False,0.05025,0.6292,0.0009448,294.3,293.6,294.03029403,0.0131674096262,22330.1547059,rela_nu,rela_f,rela_tp
model3487,10.645161,14.516129,8.0,12.0,17.68254,33.365079,18.888889,True,0.05025,1.031,0.0009537,294.2,293.6,343.035343035,0.0215884270693,15889.7793681,rela_nu,rela_f,rela_tp
model3488,12.258065,15.16129,10.0,12.0,35.174603,38.190476,29.142857,True,0.05025,0.6085,0.0009071,294.3,293.6,294.03029403,0.0127343547659,23089.53217,rela_nu,rela_f,rela_tp
model3489,12.258065,15.16129,10.0,12.0,35.174603,38.190476,33.365079,True,0.05025,0.5789,0.0008752,294.3,293.6,294.03029403,0.0121146459523,24270.6468837,rela_nu,rela_f,rela_tp
model3490,14.83871,15.806452,12.0,12.0,38.190476,23.714286,38.190476,True,0.05025,0.7652,0.001049,294.2,293.6,343.035343035,0.0160156083599,21418.8144044,rela_nu,rela_f,rela_tp
model3491,14.516129,14.516129,8.0,12.0,35.777778,35.777778,38.190476,True,0.05025,1.028,0.001144,294.2,293.6,343.035343035,0.021521562542,15939.1467216,rela_nu,rela_f,rela_tp
model3492,11.935484,14.83871,8.0,12.0,39.396825,33.365079,35.777778,True,0.05025,0.6665,0.0009325,294.3,293.6,294.03029403,0.0139494267718,21078.3065742,rela_nu,rela_f,rela_tp
model3493,14.516129,15.483871,12.0,12.0,38.190476,38.190476,28.539683,True,0.05025,0.6583,0.0009452,294.3,293.6,294.03029403,0.0137772992908,21341.6496096,rela_nu,rela_f,rela_tp
model3494,14.83871,15.806452,10.0,12.0,25.52381,38.793651,33.365079,True,0.05025,1.138,0.001272,294.3,293.6,294.03029403,0.0238243363678,12341.5943047,rela_nu,rela_f,rela_tp
model3495,14.193548,15.16129,12.0,12.0,39.396825,33.365079,33.365079,True,0.05025,0.5789,0.0008944,294.3,293.6,294.03029403,0.0121142435454,24271.4530981,rela_nu,rela_f,rela_tp
model3496,12.258065,15.806452,10.0,12.0,35.174603,38.793651,38.190476,True,0.05025,0.5859,0.0008923,294.3,293.6,294.03029403,0.0122609984293,23980.9421497,rela_nu,rela_f,rela_tp
model3497,14.83871,16.129032,8.0,12.0,39.396825,33.365079,35.777778,True,0.05025,1.184,0.0009788,294.2,293.6,343.035343035,0.0247945814645,13835.093104,rela_nu,rela_f,rela_tp
model3498,14.83871,15.16129,12.0,12.0,35.174603,33.968254,32.15873,True,0.05025,0.6313,0.0009186,294.3,293.6,294.03029403,0.0132119720053,22254.8378027,rela_nu,rela_f,rela_tp
model3499,14.83871,16.129032,8.0,12.0,35.777778,35.777778,38.190476,True,0.05025,1.181,0.0007677,294.2,293.6,343.035343035,0.0247361297578,13867.7855588,rela_nu,rela_f,rela_tp
model3500,10.645161,14.83871,6.0,12.0,34.571429,36.380952,38.190476,True,0.05025,0.724,0.0009644,294.3,293.6,294.03029403,0.0151538831983,19402.9668951,rela_nu,rela_f,rela_tp
model3501,14.83871,15.16129,10.0,12.0,35.174603,38.793651,38.190476,True,0.05025,0.79,0.001,294.2,293.6,343.035343035,0.0165364109921,20744.2439112,rela_nu,rela_f,rela_tp
model3502,14.83871,15.16129,12.0,12.0,28.539683,33.365079,38.190476,True,0.05025,0.6864,0.0009577,294.3,293.6,294.03029403,0.0143659766592,20467.1287588,rela_nu,rela_f,rela_tp
model3503,18.709677,15.16129,12.0,12.0,34.571429,33.365079,38.190476,True,0.05025,1.197,0.0006176,294.2,293.6,343.035343035,0.025074614791,13680.5827685,rela_nu,rela_f,rela_tp
model3504,14.83871,15.16129,12.0,12.0,20.095238,33.365079,33.365079,True,0.05025,0.7241,0.0009859,294.3,293.6,294.03029403,0.015155528456,19400.860543,rela_nu,rela_f,rela_tp
model3505,20.0,15.483871,12.0,12.0,35.174603,36.380952,38.190476,True,0.05025,1.837,0.001276,294.1,293.6,411.642411642,0.0384743809024,10699.1302261,rela_nu,rela_f,rela_tp
model3506,14.83871,15.16129,12.0,12.0,34.571429,36.380952,33.365079,True,0.05025,0.6322,0.0009183,294.3,293.6,294.03029403,0.0132308411191,22223.0991502,rela_nu,rela_f,rela_tp
model3507,14.83871,15.16129,8.0,12.0,34.571429,38.190476,38.190476,True,0.05025,1.133,0.001103,294.2,293.6,343.035343035,0.0237230849083,14459.9804098,rela_nu,rela_f,rela_tp
model3508,14.516129,15.483871,12.0,12.0,35.174603,26.730159,38.793651,True,0.05025,0.703,0.001023,294.3,293.6,294.03029403,0.0147125224068,19985.0362773,rela_nu,rela_f,rela_tp
model3509,14.83871,15.16129,12.0,12.0,34.571429,36.380952,38.190476,False,0.05025,0.6228,0.0009285,294.3,293.6,294.03029403,0.0130336155998,22559.3805325,rela_nu,rela_f,rela_tp
model3510,14.83871,15.16129,10.0,12.0,34.571429,36.380952,38.190476,True,0.05025,0.7896,0.0009938,294.2,293.6,343.035343035,0.0165281574577,20754.6027991,rela_nu,rela_f,rela_tp
model3511,14.193548,15.16129,8.0,12.0,34.571429,33.968254,38.190476,True,0.05025,0.9856,0.001059,294.2,293.6,343.035343035,0.0206346953289,16624.2019844,rela_nu,rela_f,rela_tp
model3512,14.83871,15.16129,10.0,12.0,38.190476,33.365079,33.365079,True,0.05025,0.891,0.001076,294.2,293.6,343.035343035,0.0186516464077,18391.6923759,rela_nu,rela_f,rela_tp
model3513,14.83871,15.16129,12.0,12.0,34.571429,38.793651,40.0,False,0.05025,0.6283,0.000939,294.3,293.6,294.03029403,0.0131486683604,22361.9826716,rela_nu,rela_f,rela_tp
model3514,14.83871,15.16129,10.0,12.0,38.190476,30.952381,33.365079,True,0.05025,0.9789,0.001322,294.3,293.6,294.03029403,0.02048875993,14350.8096651,rela_nu,rela_f,rela_tp
model3515,14.83871,15.16129,12.0,12.0,39.396825,30.952381,33.365079,True,0.05025,0.7341,0.001157,294.3,293.6,294.03029403,0.0153615293812,19140.6914464,rela_nu,rela_f,rela_tp
model3516,14.83871,15.16129,12.0,12.0,39.396825,33.365079,33.365079,False,0.05025,0.6639,0.0009538,294.3,293.6,294.03029403,0.0138944877425,21161.6505394,rela_nu,rela_f,rela_tp
model3517,14.83871,15.16129,12.0,12.0,34.571429,26.126984,33.365079,True,0.05025,0.7235,0.0009751,294.3,293.6,294.03029403,0.0151431795924,19416.6814331,rela_nu,rela_f,rela_tp
model3518,14.83871,17.741935,12.0,12.0,34.571429,36.380952,38.190476,True,0.05025,0.7821,0.001029,294.2,293.6,343.035343035,0.016370229493,20954.827981,rela_nu,rela_f,rela_tp
model3519,14.83871,15.16129,12.0,10.0,34.571429,33.365079,30.952381,True,0.05025,0.8379,0.001111,294.2,293.6,343.035343035,0.017538006106,19559.540632,rela_nu,rela_f,rela_tp
model3520,14.83871,15.16129,12.0,10.0,34.571429,38.793651,40.0,False,0.05025,0.824,0.001077,294.3,293.6,294.03029403,0.0172473928299,17047.8110477,rela_nu,rela_f,rela_tp
model3521,14.83871,15.16129,12.0,12.0,34.571429,38.190476,33.365079,True,0.05025,0.6317,0.0009177,294.3,293.6,294.03029403,0.0132203743464,22240.6935179,rela_nu,rela_f,rela_tp
model3522,14.83871,15.16129,12.0,12.0,33.365079,33.365079,33.365079,True,0.05025,0.6305,0.0009118,294.3,293.6,294.03029403,0.0131953475677,22282.8760304,rela_nu,rela_f,rela_tp
model3523,14.83871,17.741935,12.0,12.0,34.571429,38.190476,38.190476,True,0.05025,0.7808,0.001031,294.2,293.6,343.035343035,0.0163429412711,20989.8167867,rela_nu,rela_f,rela_tp
model3524,14.83871,15.16129,12.0,10.0,39.396825,26.730159,38.190476,True,0.05025,0.9888,0.001298,294.2,293.6,343.035343035,0.0206967540272,16574.3547314,rela_nu,rela_f,rela_tp
model3525,14.516129,15.806452,12.0,10.0,39.396825,33.968254,33.365079,True,0.05025,0.7943,0.001013,294.2,293.6,343.035343035,0.016626260921,20632.1400022,rela_nu,rela_f,rela_tp
model3526,14.516129,16.129032,12.0,12.0,39.396825,35.174603,33.365079,True,0.05025,0.6637,0.0009492,294.3,293.6,294.03029403,0.0138903924133,21167.8896665,rela_nu,rela_f,rela_tp
model3527,14.516129,15.483871,12.0,12.0,24.920635,38.190476,33.365079,True,0.05025,0.7131,0.0009931,294.3,293.6,294.03029403,0.0149248318995,19700.7441029,rela_nu,rela_f,rela_tp
model3528,20.0,15.16129,12.0,12.0,39.396825,33.968254,38.190476,True,0.05025,1.811,0.001439,294.2,293.6,343.035343035,0.037926038544,9044.85035097,rela_nu,rela_f,rela_tp
model3529,14.83871,15.16129,10.0,12.0,38.190476,33.365079,38.793651,True,0.05025,0.797,0.000945,294.2,293.6,343.035343035,0.016684274591,20560.3990251,rela_nu,rela_f,rela_tp
model3530,14.83871,15.483871,12.0,12.0,38.190476,38.190476,33.365079,True,0.05025,0.6546,0.0009486,294.3,293.6,294.03029403,0.0136996808567,21462.565231,rela_nu,rela_f,rela_tp
model3531,14.83871,15.483871,12.0,12.0,38.190476,35.777778,38.190476,True,0.05025,0.6155,0.000912,294.3,293.6,294.03029403,0.0128809629389,22826.7323977,rela_nu,rela_f,rela_tp
model3532,14.83871,15.483871,12.0,12.0,36.984127,38.190476,38.190476,True,0.05025,0.6139,0.0009109,294.3,293.6,294.03029403,0.0128474520802,22886.2728731,rela_nu,rela_f,rela_tp
model3533,14.83871,15.16129,12.0,12.0,24.920635,35.777778,38.190476,True,0.05025,0.68,0.0009505,294.3,293.6,294.03029403,0.0142319919087,20659.8131812,rela_nu,rela_f,rela_tp
model3534,14.83871,15.806452,12.0,12.0,29.746032,38.190476,33.365079,True,0.05025,0.7897,0.001143,294.3,293.6,294.03029403,0.0165271262898,17790.7694825,rela_nu,rela_f,rela_tp
model3535,14.83871,15.16129,12.0,12.0,39.396825,28.539683,38.190476,True,0.05025,0.6876,0.0005943,294.3,293.6,294.03029403,0.0143987434843,20420.5522761,rela_nu,rela_f,rela_tp
model3536,14.83871,15.16129,12.0,12.0,38.190476,23.714286,33.365079,True,0.05025,0.7225,0.000981,294.3,293.6,294.03029403,0.0151220972403,19443.7510458,rela_nu,rela_f,rela_tp
model3537,14.83871,15.16129,10.0,12.0,33.365079,35.777778,33.365079,True,0.05025,0.882,0.001097,294.2,293.6,343.035343035,0.0184625780129,18580.0348574,rela_nu,rela_f,rela_tp
model3538,14.83871,15.16129,12.0,12.0,39.396825,30.952381,38.190476,False,0.05025,0.6948,0.001133,294.3,293.6,294.03029403,0.0145383556447,20224.4532475,rela_nu,rela_f,rela_tp
model3539,14.83871,15.16129,12.0,8.0,38.190476,33.365079,33.365079,True,0.05025,0.9792,0.001082,294.2,293.6,343.035343035,0.0205000776258,16733.3680046,rela_nu,rela_f,rela_tp
model3540,14.83871,17.741935,12.0,12.0,32.15873,36.380952,38.190476,True,0.05025,1.014,0.001247,294.2,293.6,343.035343035,0.0212259820551,16161.1058629,rela_nu,rela_f,rela_tp
model3541,14.83871,18.064516,12.0,12.0,38.190476,33.365079,33.365079,True,0.05025,0.8665,0.001046,294.2,293.6,343.035343035,0.0181387871213,18911.7023504,rela_nu,rela_f,rela_tp
model3542,20.0,15.16129,12.0,12.0,39.396825,30.952381,38.190476,False,0.05025,1.893,0.001485,294.1,293.6,411.642411642,0.0396436875002,10383.5550525,rela_nu,rela_f,rela_tp
model3543,14.193548,15.16129,8.0,12.0,38.190476,36.380952,38.190476,True,0.05025,0.9843,0.00107,294.3,293.6,294.03029403,0.0206072184787,14268.3154611,rela_nu,rela_f,rela_tp
model3544,14.193548,15.16129,12.0,12.0,38.190476,33.365079,30.952381,True,0.05025,0.613,0.000955,294.3,293.6,294.03029403,0.0128276649755,22921.5757188,rela_nu,rela_f,rela_tp
model3545,14.83871,15.806452,12.0,12.0,39.396825,23.714286,33.365079,False,0.05025,0.9002,0.001154,294.3,293.6,294.03029403,0.0188428316309,15604.3581872,rela_nu,rela_f,rela_tp
model3546,14.83871,15.16129,12.0,12.0,34.571429,38.190476,38.190476,False,0.05025,0.6246,0.0009296,294.3,293.6,294.03029403,0.0130713181977,22494.3107943,rela_nu,rela_f,rela_tp
model3547,14.83871,15.16129,12.0,12.0,34.571429,33.365079,23.714286,True,0.05025,0.7295,0.0009813,294.3,293.6,294.03029403,0.0152688018233,19256.9330215,rela_nu,rela_f,rela_tp
model3548,14.83871,17.096774,12.0,12.0,39.396825,30.952381,33.968254,True,0.05025,0.7688,0.001008,294.2,293.6,343.035343035,0.0160919189714,21317.2427506,rela_nu,rela_f,rela_tp
model3549,14.83871,15.483871,12.0,12.0,36.984127,33.365079,33.968254,True,0.05025,0.6534,0.0009442,294.3,293.6,294.03029403,0.01367462264,21501.894551,rela_nu,rela_f,rela_tp
model3550,14.83871,15.16129,12.0,12.0,34.571429,23.714286,33.365079,True,0.05025,0.7186,0.0009702,294.3,293.6,294.03029403,0.0150405846805,19549.1265982,rela_nu,rela_f,rela_tp
model3551,14.83871,15.16129,10.0,12.0,38.190476,24.31746,33.365079,True,0.05025,0.9647,0.001128,294.2,293.6,343.035343035,0.0201952124366,16985.9734882,rela_nu,rela_f,rela_tp
model3552,14.83871,15.16129,10.0,10.0,38.190476,33.968254,33.365079,True,0.05025,1.014,0.001103,294.2,293.6,343.035343035,0.0212290001073,16158.8082954,rela_nu,rela_f,rela_tp
model3553,14.83871,15.16129,8.0,12.0,33.365079,33.365079,33.365079,True,0.05025,1.353,0.001319,294.2,293.6,343.035343035,0.0283294709077,12108.7804341,rela_nu,rela_f,rela_tp
model3554,14.193548,15.806452,8.0,12.0,38.190476,33.365079,33.365079,True,0.05025,1.179,0.001295,294.3,293.6,294.03029403,0.0246831608459,11912.1815827,rela_nu,rela_f,rela_tp
model3555,14.83871,15.16129,12.0,12.0,38.793651,33.365079,23.714286,True,0.05025,0.7374,0.001005,294.3,293.6,294.03029403,0.0154338787991,19050.965597,rela_nu,rela_f,rela_tp
model3556,14.83871,15.806452,12.0,12.0,28.539683,33.365079,33.365079,False,0.05025,0.7888,0.001038,294.3,293.6,294.03029403,0.0165104641267,17808.7237145,rela_nu,rela_f,rela_tp
model3557,14.516129,15.16129,12.0,12.0,36.984127,30.952381,33.365079,True,0.05025,0.7092,0.00114,294.3,293.6,294.03029403,0.0148400141534,19813.3432348,rela_nu,rela_f,rela_tp
model3558,14.193548,15.16129,12.0,8.0,38.190476,33.968254,35.777778,True,0.05025,0.8992,0.001045,294.2,293.6,343.035343035,0.0188241574329,18223.1446086,rela_nu,rela_f,rela_tp
model3559,14.83871,15.806452,12.0,12.0,38.190476,28.539683,33.365079,True,0.05025,0.8036,0.0007242,294.3,293.6,294.03029403,0.0168272296633,17473.4819642,rela_nu,rela_f,rela_tp
model3560,12.258065,15.806452,10.0,12.0,38.190476,34.571429,33.365079,True,0.05025,0.6178,0.0009166,294.3,293.6,294.03029403,0.0129290715293,22741.7949823,rela_nu,rela_f,rela_tp
model3561,20.0,16.129032,12.0,12.0,38.190476,33.365079,30.952381,True,0.05025,2.493,0.001658,294.2,293.6,343.035343035,0.0522152791303,6569.63533949,rela_nu,rela_f,rela_tp
model3562,14.83871,15.806452,12.0,8.0,38.190476,33.365079,30.952381,True,0.05025,1.368,0.001603,294.2,293.6,343.035343035,0.0286378990752,11978.3697168,rela_nu,rela_f,rela_tp
model3563,14.83871,18.387097,12.0,12.0,40.0,33.968254,33.365079,True,0.05025,0.913,0.001066,294.2,293.6,343.035343035,0.0191129473025,17947.7993429,rela_nu,rela_f,rela_tp
model3564,14.83871,17.096774,12.0,12.0,35.777778,33.365079,33.365079,True,0.05025,0.7606,0.000989,294.2,293.6,343.035343035,0.015920455881,21546.8291612,rela_nu,rela_f,rela_tp
model3565,14.516129,15.483871,12.0,12.0,18.888889,30.952381,34.571429,True,0.05025,0.834,0.001122,294.3,293.6,294.03029403,0.0174560366467,16844.04656,rela_nu,rela_f,rela_tp
model3566,14.83871,15.16129,12.0,12.0,38.793651,33.968254,30.952381,False,0.05025,0.7096,0.001036,294.3,293.6,294.03029403,0.0148505773361,19799.2500477,rela_nu,rela_f,rela_tp
model3567,19.354839,15.16129,12.0,12.0,39.396825,33.968254,33.365079,False,0.05025,1.79,0.001133,294.2,293.6,343.035343035,0.0374923192929,9149.48313427,rela_nu,rela_f,rela_tp
model3568,14.83871,15.16129,10.0,12.0,35.777778,33.365079,33.365079,True,0.05025,0.8864,0.001102,294.2,293.6,343.035343035,0.0185546914809,18487.7955739,rela_nu,rela_f,rela_tp
model3569,14.83871,15.483871,8.0,12.0,28.539683,33.365079,33.365079,True,0.05025,1.897,0.001714,294.2,293.6,343.035343035,0.0397227227421,8635.74597499,rela_nu,rela_f,rela_tp
model3570,14.516129,15.16129,12.0,10.0,38.190476,30.952381,33.365079,True,0.05025,1.015,0.0007236,294.2,293.6,343.035343035,0.0212579105323,16136.8325695,rela_nu,rela_f,rela_tp
model3571,14.83871,15.483871,8.0,12.0,29.142857,24.31746,33.365079,True,0.05025,1.906,0.001735,294.2,293.6,343.035343035,0.0399109108717,8595.0266617,rela_nu,rela_f,rela_tp
model3572,14.516129,15.16129,12.0,10.0,38.190476,31.555556,23.714286,True,0.05025,0.9077,0.001151,294.2,293.6,343.035343035,0.0190000847255,18054.4112298,rela_nu,rela_f,rela_tp
model3573,14.516129,15.16129,8.0,12.0,35.777778,33.365079,33.365079,True,0.05025,1.239,0.001421,294.2,293.6,343.035343035,0.0259380417987,13225.1827527,rela_nu,rela_f,rela_tp
model3574,14.516129,15.806452,6.0,12.0,38.793651,33.365079,33.365079,True,0.05025,2.254,0.001684,294.2,293.6,343.035343035,0.0472056059062,7266.83486951,rela_nu,rela_f,rela_tp
model3575,14.83871,15.483871,12.0,12.0,39.396825,24.920635,23.714286,True,0.05025,0.9246,0.00114,294.2,293.6,343.035343035,0.0193545172303,17723.7871115,rela_nu,rela_f,rela_tp
model3576,14.83871,15.483871,12.0,10.0,19.492063,33.365079,33.365079,True,0.05025,1.104,0.0008233,294.2,293.6,343.035343035,0.0231211448771,14836.4341324,rela_nu,rela_f,rela_tp
model3577,20.0,15.806452,12.0,12.0,38.190476,32.15873,33.365079,True,0.05025,2.327,0.001836,294.2,293.6,343.035343035,0.0487324049784,7039.16302074,rela_nu,rela_f,rela_tp
model3578,14.516129,15.806452,8.0,8.0,39.396825,33.365079,33.365079,True,0.05025,1.717,0.0008838,294.2,293.6,343.035343035,0.035967557406,9537.35443203,rela_nu,rela_f,rela_tp
model3579,14.516129,16.774194,10.0,12.0,38.793651,33.968254,33.968254,True,0.05025,0.9413,0.001119,294.2,293.6,343.035343035,0.0197049675829,17408.5718026,rela_nu,rela_f,rela_tp
model3580,14.516129,15.806452,6.0,8.0,39.396825,33.365079,33.365079,True,0.05025,2.687,0.001631,294.1,293.6,411.642411642,0.0562818320017,7313.94833825,rela_nu,rela_f,rela_tp
model3581,14.83871,16.129032,12.0,10.0,33.968254,33.968254,33.365079,True,0.05025,0.8476,0.001017,294.2,293.6,343.035343035,0.0177432755727,19333.2590496,rela_nu,rela_f,rela_tp
model3582,20.0,16.129032,12.0,12.0,35.174603,33.968254,35.174603,True,0.05025,2.437,0.002633,294.1,293.6,411.642411642,0.0510211574366,8068.07278243,rela_nu,rela_f,rela_tp
model3583,14.83871,15.16129,8.0,12.0,38.793651,23.714286,33.365079,True,0.05025,1.417,0.001014,294.2,293.6,343.035343035,0.0296772198416,11558.8773095,rela_nu,rela_f,rela_tp
model3584,14.83871,15.16129,10.0,8.0,38.793651,33.968254,33.365079,True,0.05025,1.229,0.0008875,294.2,293.6,343.035343035,0.0257396363048,13327.1247104,rela_nu,rela_f,rela_tp
model3585,19.677419,15.483871,12.0,12.0,39.396825,38.793651,33.365079,True,0.05025,2.02,0.001853,294.2,293.6,343.035343035,0.0422977290677,8110.01797488,rela_nu,rela_f,rela_tp
model3586,14.83871,15.16129,12.0,12.0,28.539683,32.15873,33.365079,True,0.05025,0.7377,0.0009969,294.3,293.6,294.03029403,0.0154403361733,19042.9982049,rela_nu,rela_f,rela_tp
model3587,14.516129,15.16129,12.0,10.0,28.539683,33.365079,33.968254,True,0.05025,0.8995,0.001091,294.2,293.6,343.035343035,0.0188294809417,18217.9925245,rela_nu,rela_f,rela_tp
model3588,14.83871,15.16129,12.0,12.0,19.492063,33.365079,24.31746,True,0.05025,1.029,0.0008588,294.3,293.6,294.03029403,0.0215484986579,13645.0477919,rela_nu,rela_f,rela_tp
model3589,14.516129,15.806452,8.0,12.0,38.190476,38.793651,33.968254,True,0.05025,1.281,0.001522,294.2,293.6,343.035343035,0.0268161901943,12792.098376,rela_nu,rela_f,rela_tp
model3590,14.516129,15.16129,10.0,12.0,40.0,33.968254,33.365079,True,0.05025,0.8371,0.0008073,294.3,293.6,294.03029403,0.0175276043053,16775.2699633,rela_nu,rela_f,rela_tp
model3591,14.516129,16.451613,10.0,12.0,33.968254,33.968254,33.365079,False,0.05025,0.9601,0.001114,294.2,293.6,343.035343035,0.0200990958576,17067.2026974,rela_nu,rela_f,rela_tp
model3592,17.419355,15.16129,12.0,12.0,38.190476,33.365079,33.968254,True,0.05025,1.029,0.0008188,294.2,293.6,343.035343035,0.0215493370057,15918.603108,rela_nu,rela_f,rela_tp
model3593,14.516129,15.16129,10.0,12.0,39.396825,33.968254,33.365079,False,0.05025,0.8514,0.0006021,294.3,293.6,294.03029403,0.0178316143797,16489.2694385,rela_nu,rela_f,rela_tp
model3594,14.516129,15.16129,10.0,10.0,40.0,33.968254,33.365079,True,0.05025,0.9619,0.0008362,294.3,293.6,294.03029403,0.0201426438357,14597.4032221,rela_nu,rela_f,rela_tp
model3595,14.83871,15.16129,12.0,12.0,39.396825,38.793651,23.714286,True,0.05025,0.7396,0.001013,294.3,293.6,294.03029403,0.0154798202603,18994.4255867,rela_nu,rela_f,rela_tp
model3596,14.516129,15.483871,12.0,12.0,40.0,23.714286,33.365079,True,0.05025,0.7358,0.0009797,294.2,293.6,343.035343035,0.0154008751408,22273.756517,rela_nu,rela_f,rela_tp
model3597,14.193548,16.129032,12.0,10.0,38.793651,33.968254,33.365079,False,0.05025,0.9744,0.001077,294.2,293.6,343.035343035,0.0203995806794,16815.8036396,rela_nu,rela_f,rela_tp
model3598,14.516129,15.16129,12.0,12.0,40.0,33.968254,35.174603,True,0.05025,0.6113,0.00092,294.3,293.6,294.03029403,0.0127927687469,22984.1013972,rela_nu,rela_f,rela_tp
model3599,14.83871,16.129032,12.0,12.0,19.492063,33.968254,38.793651,True,0.05025,0.8743,0.0007084,294.3,293.6,294.03029403,0.0183093406043,16059.0324023,rela_nu,rela_f,rela_tp
model3600,14.516129,15.16129,12.0,12.0,20.095238,38.190476,33.365079,True,0.05025,0.6932,0.0009754,294.3,293.6,294.03029403,0.0145081248218,20266.5952796,rela_nu,rela_f,rela_tp
model3601,14.516129,15.806452,12.0,12.0,19.492063,24.31746,33.365079,True,0.05025,0.8625,0.001053,294.2,293.6,343.035343035,0.0180548056272,18999.669679,rela_nu,rela_f,rela_tp
model3602,14.516129,15.16129,10.0,12.0,39.396825,38.793651,34.571429,True,0.05025,0.841,0.0006264,294.3,293.6,294.03029403,0.017613134647,16693.8083381,rela_nu,rela_f,rela_tp
model3603,14.83871,15.483871,12.0,8.0,40.0,33.365079,33.968254,True,0.05025,1.045,0.00111,294.2,293.6,343.035343035,0.0218785729664,15679.0547337,rela_nu,rela_f,rela_tp
model3604,14.516129,17.741935,8.0,12.0,38.793651,33.365079,33.365079,True,0.05025,1.436,0.001433,294.2,293.6,343.035343035,0.0300666533684,11409.1627968,rela_nu,rela_f,rela_tp
model3605,14.83871,15.16129,12.0,12.0,38.793651,33.968254,40.0,True,0.05025,0.6017,0.0009063,294.3,293.6,294.03029403,0.0125918524013,23350.8370857,rela_nu,rela_f,rela_tp
model3606,14.516129,16.129032,12.0,12.0,39.396825,31.555556,40.0,True,0.05025,0.6326,0.0009421,294.3,293.6,294.03029403,0.0132387257805,22209.8636157,rela_nu,rela_f,rela_tp
model3607,14.516129,15.16129,12.0,12.0,40.0,38.793651,33.365079,True,0.05025,0.609,0.0009193,294.3,293.6,294.03029403,0.0127445784177,23071.009836,rela_nu,rela_f,rela_tp
model3608,14.83871,15.16129,12.0,12.0,36.380952,24.920635,33.365079,True,0.05025,0.7206,0.000975,294.3,293.6,294.03029403,0.0150824014704,19494.9255665,rela_nu,rela_f,rela_tp
model3609,14.516129,15.16129,10.0,12.0,38.793651,33.365079,35.777778,True,0.05025,0.7518,0.0009701,294.2,293.6,343.035343035,0.0157364154772,21798.8234698,rela_nu,rela_f,rela_tp
model3610,14.516129,17.741935,12.0,12.0,38.793651,33.365079,33.365079,False,0.05025,0.9499,0.001076,294.2,293.6,343.035343035,0.0198861135908,17249.9941464,rela_nu,rela_f,rela_tp
