0,0.0003, 0.0001
1,0.0007, 0.0009
2,0.0012, 0.0018
3,0.0018, 0.0034
4,0.0025, 0.0060
5,0.0033, 0.0077
6,0.0043, 0.0096
7,0.0055, 0.0117
8,0.0069, 0.0149
9,0.0084, 0.0187
10,0.0102, 0.0223
11,0.0122, 0.0269
12,0.0145, 0.0318
13,0.0169, 0.0372
14,0.0196, 0.0429
15,0.0225, 0.0493
16,0.0256, 0.0561
17,0.0289, 0.0633
18,0.0325, 0.0712
19,0.0363, 0.0796
20,0.0403, 0.0885
21,0.0446, 0.0976
22,0.0490, 0.1075
23,0.0537, 0.1176
24,0.0586, 0.1283
25,0.0637, 0.1395
26,0.0691, 0.1513
27,0.0746, 0.1634
28,0.0804, 0.1761
29,0.0864, 0.1892
30,0.0926, 0.2028
31,0.0991, 0.2169
32,0.1057, 0.2313
33,0.1125, 0.2465
34,0.1196, 0.2618
35,0.1269, 0.2777
36,0.1344, 0.2941
37,0.1421, 0.3110
38,0.1500, 0.3281
39,0.1580, 0.3452
40,0.1661, 0.3616
41,0.1743, 0.3783
42,0.1827, 0.3948
43,0.1911, 0.4106
44,0.1994, 0.4262
45,0.2079, 0.4420
46,0.2166, 0.4578
47,0.2253, 0.4735
48,0.2340, 0.4889
49,0.2428, 0.5039
50,0.2515, 0.5180
51,0.2600, 0.5317
52,0.2686, 0.5450
53,0.2772, 0.5584
54,0.2860, 0.5715
55,0.2945, 0.5834
56,0.3029, 0.5946
57,0.3111, 0.6054
58,0.3192, 0.6155
59,0.3271, 0.6247
60,0.3347, 0.6329
61,0.3421, 0.6409
62,0.3494, 0.6481
63,0.3566, 0.6552
64,0.3636, 0.6619
65,0.3705, 0.6677
66,0.3770, 0.6726
67,0.3829, 0.6763
68,0.3883, 0.6794
69,0.3933, 0.6822
70,0.3982, 0.6849
71,0.4027, 0.6871
72,0.4070, 0.6889
73,0.4110, 0.6905
74,0.4149, 0.6920
75,0.4185, 0.6933
76,0.4220, 0.6944
77,0.4253, 0.6955
78,0.4285, 0.6965
79,0.4316, 0.6973
80,0.4346, 0.6981
81,0.4374, 0.6988
82,0.4402, 0.6995
83,0.4428, 0.7001
84,0.4452, 0.7006
85,0.4475, 0.7010
86,0.4497, 0.7014
87,0.4516, 0.7017
88,0.4534, 0.7019
89,0.4551, 0.7021
90,0.4566, 0.7023
91,0.4582, 0.7025
92,0.4597, 0.7027
93,0.4610, 0.7028
94,0.4621, 0.7029
95,0.4631, 0.7030
96,0.4640, 0.7031
97,0.4649, 0.7032
98,0.4657, 0.7032
99,0.4665, 0.7033
100,0.4673, 0.7034
101,0.4680, 0.7035
102,0.4688, 0.7035
103,0.4694, 0.7036
104,0.4700, 0.7037
105,0.4705, 0.7037
106,0.4709, 0.7037
107,0.4712, 0.7038
108,0.4714, 0.7039
109,0.4716, 0.7040
110,0.4719, 0.7040
111,0.4721, 0.7041
112,0.4723, 0.7041
113,0.4725, 0.7042
114,0.4728, 0.7042
115,0.4730, 0.7043
116,0.4732, 0.7044
117,0.4735, 0.7044
118,0.4737, 0.7045
119,0.4739, 0.7046
120,0.4742, 0.7046
121,0.4744, 0.7047
122,0.4747, 0.7048
123,0.4749, 0.7048
124,0.4752, 0.7049
125,0.4754, 0.7049
126,0.4757, 0.7049
127,0.4759, 0.7050
128,0.4762, 0.7051
129,0.4764, 0.7052
130,0.4767, 0.7053
131,0.4769, 0.7053
132,0.4772, 0.7054
133,0.4774, 0.7054
134,0.4777, 0.7054
135,0.4780, 0.7055
136,0.4782, 0.7056
137,0.4785, 0.7057
138,0.4788, 0.7057
139,0.4790, 0.7058
140,0.4792, 0.7059
141,0.4794, 0.7059
142,0.4796, 0.7060
143,0.4797, 0.7061
144,0.4799, 0.7061
145,0.4801, 0.7061
146,0.4802, 0.7063
147,0.4804, 0.7064
148,0.4805, 0.7064
149,0.4807, 0.7065
150,0.4809, 0.7066
151,0.4810, 0.7066
152,0.4812, 0.7067
153,0.4814, 0.7067
154,0.4815, 0.7068
155,0.4817, 0.7069
156,0.4819, 0.7069
157,0.4821, 0.7070
158,0.4822, 0.7070
159,0.4824, 0.7071
160,0.4826, 0.7072
161,0.4828, 0.7072
162,0.4830, 0.7073
163,0.4831, 0.7074
164,0.4833, 0.7074
165,0.4835, 0.7075
166,0.4837, 0.7076
167,0.4839, 0.7077
168,0.4841, 0.7077
169,0.4842, 0.7078
170,0.4844, 0.7078
171,0.4846, 0.7079
172,0.4848, 0.7080
173,0.4850, 0.7080
174,0.4852, 0.7082
175,0.4854, 0.7082
176,0.4856, 0.7083
177,0.4858, 0.7083
178,0.4860, 0.7084
179,0.4861, 0.7085
180,0.4862, 0.7085
181,0.4863, 0.7086
182,0.4864, 0.7087
183,0.4865, 0.7087
184,0.4865, 0.7088
185,0.4866, 0.7089
186,0.4867, 0.7089
187,0.4868, 0.7090
188,0.4869, 0.7091
189,0.4870, 0.7092
190,0.4870, 0.7092
191,0.4872, 0.7093
192,0.4873, 0.7093
193,0.4873, 0.7094
194,0.4874, 0.7095
195,0.4876, 0.7096
196,0.4877, 0.7097
197,0.4878, 0.7098
198,0.4879, 0.7098
199,0.4880, 0.7099
200,0.4882, 0.7099
201,0.4883, 0.7100
202,0.4884, 0.7101
203,0.4885, 0.7102
204,0.4886, 0.7102
205,0.4887, 0.7103
206,0.4888, 0.7104
207,0.4889, 0.7105
208,0.4890, 0.7105
209,0.4891, 0.7106
210,0.4893, 0.7107
211,0.4894, 0.7107
212,0.4895, 0.7108
213,0.4896, 0.7109
214,0.4897, 0.7109
215,0.4899, 0.7110
216,0.4900, 0.7111
217,0.4901, 0.7112
218,0.4902, 0.7112
219,0.4903, 0.7113
220,0.4905, 0.7114
221,0.4906, 0.7114
222,0.4907, 0.7115
223,0.4909, 0.7116
224,0.4910, 0.7117
225,0.4911, 0.7117
226,0.4912, 0.7118
227,0.4914, 0.7118
228,0.4915, 0.7119
229,0.4916, 0.7120
230,0.4918, 0.7120
231,0.4919, 0.7121
232,0.4921, 0.7122
233,0.4922, 0.7123
234,0.4923, 0.7123
235,0.4925, 0.7124
236,0.4926, 0.7124
237,0.4928, 0.7125
238,0.4929, 0.7126
239,0.4930, 0.7127
240,0.4932, 0.7127
241,0.4933, 0.7128
242,0.4935, 0.7129
243,0.4936, 0.7129
244,0.4938, 0.7130
245,0.4939, 0.7131
246,0.4941, 0.7132
247,0.4942, 0.7133
248,0.4944, 0.7133
249,0.4945, 0.7134
250,0.4947, 0.7135
251,0.4949, 0.7135
252,0.4950, 0.7136
253,0.4952, 0.7137
254,0.4953, 0.7137
255,0.4955, 0.7138
256,0.4956, 0.7139
257,0.4957, 0.7140
258,0.4959, 0.7140
259,0.4960, 0.7141
260,0.4961, 0.7142
261,0.4962, 0.7143
262,0.4963, 0.7143
263,0.4965, 0.7144
264,0.4966, 0.7145
265,0.4967, 0.7146
266,0.4969, 0.7146
267,0.4970, 0.7147
268,0.4971, 0.7148
269,0.4972, 0.7148
270,0.4974, 0.7148
271,0.4975, 0.7149
272,0.4976, 0.7150
273,0.4978, 0.7151
274,0.4979, 0.7151
275,0.4980, 0.7152
276,0.4982, 0.7153
277,0.4983, 0.7154
278,0.4984, 0.7155
279,0.4986, 0.7155
280,0.4987, 0.7156
281,0.4989, 0.7157
282,0.4990, 0.7158
283,0.4991, 0.7158
284,0.4993, 0.7159
285,0.4994, 0.7160
286,0.4996, 0.7160
287,0.4997, 0.7161
288,0.4999, 0.7162
289,0.5000, 0.7162
290,0.5002, 0.7163
291,0.5003, 0.7164
292,0.5005, 0.7164
293,0.5006, 0.7165
294,0.5008, 0.7166
295,0.5009, 0.7167
296,0.5011, 0.7168
297,0.5013, 0.7168
298,0.5014, 0.7169
299,0.5016, 0.7170
300,0.5017, 0.7170
301,0.5019, 0.7171
302,0.5021, 0.7172
303,0.5022, 0.7173
304,0.5024, 0.7173
305,0.5025, 0.7174
306,0.5026, 0.7175
307,0.5027, 0.7175
308,0.5027, 0.7176
309,0.5028, 0.7177
310,0.5030, 0.7178
311,0.5030, 0.7178
312,0.5031, 0.7179
313,0.5031, 0.7180
314,0.5032, 0.7181
315,0.5034, 0.7182
316,0.5035, 0.7182
317,0.5035, 0.7183
318,0.5036, 0.7184
319,0.5037, 0.7185
320,0.5038, 0.7185
321,0.5039, 0.7186
322,0.5040, 0.7187
323,0.5040, 0.7188
324,0.5041, 0.7188
325,0.5042, 0.7189
326,0.5043, 0.7190
327,0.5044, 0.7190
328,0.5045, 0.7191
329,0.5046, 0.7192
330,0.5046, 0.7193
331,0.5048, 0.7193
332,0.5049, 0.7194
333,0.5049, 0.7195
334,0.5050, 0.7196
335,0.5051, 0.7196
336,0.5052, 0.7197
337,0.5053, 0.7198
338,0.5053, 0.7199
339,0.5055, 0.7200
340,0.5056, 0.7201
341,0.5056, 0.7201
342,0.5057, 0.7202
343,0.5058, 0.7203
344,0.5059, 0.7204
345,0.5060, 0.7204
346,0.5061, 0.7205
347,0.5061, 0.7205
348,0.5063, 0.7207
349,0.5064, 0.7207
350,0.5065, 0.7208
351,0.5065, 0.7209
352,0.5066, 0.7210
353,0.5068, 0.7210
354,0.5068, 0.7211
355,0.5070, 0.7212
356,0.5071, 0.7213
357,0.5072, 0.7214
358,0.5073, 0.7214
359,0.5073, 0.7215
360,0.5074, 0.7216
361,0.5076, 0.7217
362,0.5077, 0.7217
363,0.5078, 0.7218
364,0.5079, 0.7219
365,0.5080, 0.7220
366,0.5081, 0.7220
367,0.5082, 0.7221
368,0.5083, 0.7222
369,0.5084, 0.7223
370,0.5085, 0.7224
371,0.5086, 0.7224
372,0.5087, 0.7225
373,0.5087, 0.7226
374,0.5088, 0.7227
375,0.5088, 0.7228
376,0.5089, 0.7229
377,0.5090, 0.7229
378,0.5091, 0.7230
379,0.5092, 0.7231
380,0.5093, 0.7231
381,0.5094, 0.7232
382,0.5095, 0.7233
383,0.5096, 0.7234
384,0.5097, 0.7235
385,0.5098, 0.7235
386,0.5099, 0.7236
387,0.5100, 0.7237
388,0.5101, 0.7238
389,0.5102, 0.7239
390,0.5102, 0.7239
391,0.5102, 0.7240
392,0.5104, 0.7241
393,0.5104, 0.7242
394,0.5106, 0.7243
395,0.5106, 0.7243
396,0.5107, 0.7244
397,0.5108, 0.7245
398,0.5110, 0.7245
399,0.5110, 0.7246
400,0.5111, 0.7247
401,0.5112, 0.7248
402,0.5114, 0.7248
403,0.5114, 0.7249
404,0.5115, 0.7250
405,0.5116, 0.7251
406,0.5117, 0.7252
407,0.5117, 0.7252
408,0.5119, 0.7253
409,0.5120, 0.7254
410,0.5121, 0.7255
411,0.5123, 0.7256
412,0.5124, 0.7256
413,0.5125, 0.7257
414,0.5127, 0.7258
415,0.5129, 0.7259
416,0.5130, 0.7260
417,0.5131, 0.7261
418,0.5133, 0.7261
419,0.5135, 0.7262
420,0.5136, 0.7263
421,0.5137, 0.7264
422,0.5139, 0.7264
423,0.5140, 0.7265
424,0.5142, 0.7266
425,0.5143, 0.7267
426,0.5144, 0.7267
427,0.5145, 0.7268
428,0.5147, 0.7269
429,0.5148, 0.7270
430,0.5150, 0.7271
431,0.5151, 0.7271
432,0.5152, 0.7272
433,0.5153, 0.7273
434,0.5154, 0.7274
435,0.5156, 0.7274
436,0.5157, 0.7276
437,0.5158, 0.7276
438,0.5159, 0.7277
439,0.5161, 0.7278
440,0.5162, 0.7278
441,0.5164, 0.7279
442,0.5165, 0.7280
443,0.5165, 0.7281
444,0.5167, 0.7282
445,0.5168, 0.7282
446,0.5169, 0.7283
447,0.5170, 0.7284
448,0.5172, 0.7285
449,0.5173, 0.7286
450,0.5174, 0.7286
451,0.5176, 0.7287
452,0.5177, 0.7288
453,0.5178, 0.7289
454,0.5180, 0.7290
455,0.5181, 0.7290
456,0.5182, 0.7291
457,0.5184, 0.7292
458,0.5185, 0.7293
459,0.5186, 0.7293
460,0.5188, 0.7294
461,0.5189, 0.7295
462,0.5190, 0.7296
463,0.5191, 0.7297
464,0.5192, 0.7298
465,0.5194, 0.7298
466,0.5195, 0.7299
467,0.5197, 0.7300
468,0.5198, 0.7301
469,0.5199, 0.7301
470,0.5200, 0.7302
471,0.5203, 0.7304
472,0.5205, 0.7304
473,0.5206, 0.7305
