modelName,	radius1,	radius2,	delta1,	delta2,	d1,	d2,	d3,	isCross,	                    flowrate,	P_in,	P_out,	T_wall,	T_fluid,	Nu,	friction,	tp,	rela_Nu,                    	rela_f,	rela_tp
model71,7.36266993138,16.9763648213,5.22335870752,9.59558159952,38.993754094,34.1853135807,27.7107124026,True,0.05025,1.245,0.0003275,294.4,293.6,257.276507277,0.0260867123074,9862.35843924,rela_nu,rela_f,rela_tp
model73,9.92873357186,14.8788327617,1.89687125072,12.0328431192,27.5828394874,28.6790722168,19.0748170491,True,0.05025,3.954,0.0005214,294.3,293.6,294.03029403,0.0828597553586,3548.52959386,rela_nu,rela_f,rela_tp
model74,6.87385046949,13.3374390644,3.64001232253,6.69951112753,18.632470901,31.8046446382,35.0508535077,True,0.05025,1.601,0.0003618,294.3,293.6,294.03029403,0.0335472891315,8764.65138144,rela_nu,rela_f,rela_tp
model75,11.9346612641,19.2859148704,11.6774651715,11.2253286727,12.2668498191,36.1846303898,25.2626424415,True,0.05025,2.376,0.000361,294.3,293.6,294.03029403,0.0497902951493,5905.37359035,rela_nu,rela_f,rela_tp
model76,5.58086986773,8.19660525258,5.33126546062,1.10846364883,13.342284775,17.2146720555,16.6598104469,True,0.05025,6.928,-1.565e-05,294.0,293.6,514.553014553,0.145202172557,3543.70052107,rela_nu,rela_f,rela_tp
model77,4.38220673068,18.9698746255,-0.73864911408,10.5058705286,13.9347555239,32.1796532823,29.1373862727,True,0.05025,3.795,0.0003594,294.3,293.6,294.03029403,0.0795307180339,3697.06575395,rela_nu,rela_f,rela_tp
model78,9.59911773497,14.4238255254,3.36417724715,5.84309626862,36.1228626131,36.9090545431,29.1979968216,True,0.05025,2.099,0.000368,294.3,293.6,294.03029403,0.0439845896997,6684.84794419,rela_nu,rela_f,rela_tp
model79,9.53196665566,5.93732099842,8.91130188544,-0.412993469488,32.7931243779,35.580333358,32.6597914651,True,0.05025,0.7434,0.0002968,294.5,293.6,228.69022869,0.0155744739223,14683.6567213,rela_nu,rela_f,rela_tp
model80,11.2053963671,9.32218348958,2.57241843836,2.03081831612,28.1255976571,34.251637144,24.4571801066,False,0.05025,4.64,0.000777,294.2,293.6,343.035343035,0.0972320636398,3528.00640235,rela_nu,rela_f,rela_tp
model81,8.22342624179,4.32627604699,2.38491346026,0.749138194625,17.5340028775,20.2239846758,15.1620766393,False,0.05025,3.47,0.0003278,294.2,293.6,343.035343035,0.0727198041913,4717.22038928,rela_nu,rela_f,rela_tp
model82,16.246582228,4.6299311682,10.2003594001,-2.90360643128,37.8249374327,20.332252426,28.6193421863,False,0.05025,2.568,0.0003123,294.2,293.6,343.035343035,0.0538153854328,6374.29873031,rela_nu,rela_f,rela_tp
model83,19.8106777968,5.06024452017,19.7201321295,0.397442917391,9.63310706684,18.303911172,34.4379229609,True,0.05025,0.9864,0.0002375,294.5,293.6,228.69022869,0.0206686798542,11064.5784009,rela_nu,rela_f,rela_tp
model84,4.09832184538,4.69199121032,-0.97032161912,4.35548916785,26.4926173019,5.07363908478,37.577051493,True,0.05025,0.8067,0.0002442,294.6,293.6,205.821205821,0.0169022617943,12177.1398601,rela_nu,rela_f,rela_tp
model85,7.31968969614,18.0529602407,1.50021420265,13.3032172026,31.778975692,28.7194610714,29.5164423461,True,0.05025,1.494,0.0005418,294.3,293.6,294.03029403,0.0313009361149,9393.65816252,rela_nu,rela_f,rela_tp
model86,11.6173756378,3.7979536146,5.21851081977,-1.19955830936,28.1941326867,10.3370502065,25.782715402,True,0.05025,3.094,0.0005179,294.2,293.6,343.035343035,0.0648353503196,5290.868968,rela_nu,rela_f,rela_tp
model87,15.1819333546,7.64520769104,8.59486622149,6.0579258114,37.8864014313,9.78247047933,29.9724353879,False,0.05025,1.509,0.0003544,294.3,293.6,294.03029403,0.0316192442116,9299.09304797,rela_nu,rela_f,rela_tp
model88,7.0742036741,19.7283833872,-0.22246538376,15.8572136041,34.3117182524,26.4899963714,28.851162677,False,0.05025,1.894,0.000452,294.3,293.6,294.03029403,0.0396862965288,7408.86199389,rela_nu,rela_f,rela_tp
model89,12.389340299,7.85824237961,5.40449206741,3.43907788988,29.0031559768,38.2728105342,21.0064339523,True,0.05025,2.751,0.0005491,294.2,293.6,343.035343035,0.0576458637464,5950.73645777,rela_nu,rela_f,rela_tp
model90,3.63842819658,19.0298490125,2.09431531318,16.0160988765,28.4237491481,30.9681209152,13.5544137995,True,0.05025,1.208,0.0009917,294.4,293.6,257.276507277,0.0252973197967,10170.1092979,rela_nu,rela_f,rela_tp
model91,3.47506067945,17.1398233287,-0.177355354419,8.72469478308,15.8726861162,29.8611257926,31.3332599562,False,0.05025,3.699,0.0002932,294.2,293.6,343.035343035,0.0775200707021,4425.11648827,rela_nu,rela_f,rela_tp
model92,5.95260679242,11.3875165096,2.137694325,10.5620779497,17.9339657281,33.016511056,28.5122701572,False,0.05025,0.9958,0.0003088,294.5,293.6,228.69022869,0.0208641972398,10960.8927706,rela_nu,rela_f,rela_tp
model93,6.47077211339,6.37258845761,0.727376320765,-1.84937040473,36.1670145844,14.9641576149,25.5901082641,False,0.05025,6.549,0.000525,294.1,293.6,411.642411642,0.137247495528,2999.27084323,rela_nu,rela_f,rela_tp
model94,5.63257809124,11.1215114144,2.62600027538,10.7963151489,11.8232959851,7.87034046488,38.3072988558,False,0.05025,0.8736,0.000228,294.5,293.6,228.69022869,0.0183047380747,12493.4991015,rela_nu,rela_f,rela_tp
model95,18.77450652,5.99167004777,11.6311539084,-0.17169411242,30.7491207043,15.1874549314,29.345928643,False,0.05025,3.783,1.8e-05,294.1,293.6,411.642411642,0.079286368983,5191.84340162,rela_nu,rela_f,rela_tp
model96,8.59464897871,4.23580404384,6.87980808997,-3.29847206799,36.8104591304,26.5907318794,15.4281924837,True,0.05025,2.012,0.0002132,294.4,293.6,257.276507277,0.0421644275706,6101.74315413,rela_nu,rela_f,rela_tp
model97,3.36906183933,7.98671853417,3.28903466832,4.99926608072,8.48535672848,34.1472238724,33.4854328326,False,0.05025,0.5392,0.0001941,294.5,293.6,228.69022869,0.0112968606965,20243.6973274,rela_nu,rela_f,rela_tp
model98,6.11356323613,8.95409246356,1.67612998537,3.95099812506,38.216707146,34.4690591968,29.8592270805,False,0.05025,1.221,0.0004625,294.4,293.6,257.276507277,0.0255808741841,10057.3774542,rela_nu,rela_f,rela_tp
model99,7.7213925647,5.61878046535,5.60267825074,-1.6706149107,32.4817648164,19.0578115382,36.4361895806,True,0.05025,1.359,0.0003648,294.4,293.6,257.276507277,0.0284752218701,9035.10105911,rela_nu,rela_f,rela_tp
model100,4.08434719066,3.46608103478,2.12717262078,3.1584248373,37.956520318,34.8646602365,35.8816325961,False,0.05025,0.417,0.0001876,294.5,293.6,228.69022869,0.00873584430036,26178.3773642,rela_nu,rela_f,rela_tp
model101,7.36443010834,7.98795614232,3.95011609994,6.03819674178,30.1535435555,18.8624273886,28.22925967,True,0.05025,0.7674,0.0002884,294.5,293.6,228.69022869,0.0160776586747,14224.1002447,rela_nu,rela_f,rela_tp
model102,8.93939305056,13.567542492,7.92409937324,6.09295439072,25.3970011081,36.257169004,20.8622271665,True,0.05025,1.777,0.0003606,294.3,293.6,294.03029403,0.0372360447441,7896.38899757,rela_nu,rela_f,rela_tp
model103,5.10101565756,14.3541603262,1.22134943151,9.98567817951,16.427037383,33.8682156295,32.9281032276,True,0.05025,1.058,0.0003285,294.5,293.6,228.69022869,0.0221674152327,10316.5040349,rela_nu,rela_f,rela_tp
model104,14.6276591093,15.9787161381,12.531751749,10.1120755251,26.9508160081,27.5623475629,35.6264859753,False,0.05025,1.256,0.0003339,294.3,293.6,294.03029403,0.0263171238256,11172.5846631,rela_nu,rela_f,rela_tp
model105,3.20203524643,11.2468572916,1.09171193208,2.58905694031,25.3504874692,36.1127405837,38.2447094847,True,0.05025,1.589,0.0004085,294.4,293.6,257.276507277,0.0332948060108,7727.22649873,rela_nu,rela_f,rela_tp
model106,14.1267617894,9.83714445697,11.684717282,1.79743544148,39.998634868,37.2694072656,18.3076801071,False,0.05025,1.969,0.0004659,294.4,293.7,294.03029403,0.0412579073884,7126.6409918,rela_nu,rela_f,rela_tp
model107,15.2415882974,10.8400987453,8.03114928781,7.39949257353,32.6661948096,37.9893651477,22.3609209234,True,0.05025,2.497,0.00229,294.3,293.6,294.03029403,0.0522858680177,5623.51367927,rela_nu,rela_f,rela_tp
model108,7.99781027791,14.6947505027,5.63551967678,7.07177219908,35.7731859406,37.4568028468,37.8880575509,True,0.05025,1.445,0.0004061,294.3,293.6,294.03029403,0.0302768041154,9711.40457592,rela_nu,rela_f,rela_tp
model109,15.0670981711,14.687750524,10.0698251406,9.3760670088,32.3251273025,24.1483170138,34.926708618,True,0.05025,1.894,0.0003257,294.2,293.6,343.035343035,0.039688943612,8643.09583013,rela_nu,rela_f,rela_tp
model110,10.6565624,9.32925104776,6.03872681168,6.75520394647,25.6762917541,13.817714231,35.6573470271,True,0.05025,1.111,0.0003458,294.4,293.6,257.276507277,0.023277863525,11052.4106733,rela_nu,rela_f,rela_tp
model111,16.9583572824,4.22787531553,15.755913838,0.561502930224,31.6727995189,11.1444451604,14.5040614038,True,0.05025,2.127,0.0005069,294.4,293.6,257.276507277,0.0445685220195,5772.6057679,rela_nu,rela_f,rela_tp
model112,13.5625372824,7.30886059988,10.0280403669,0.3612113944,27.6708011631,35.3145702085,28.2960794386,False,0.05025,1.317,0.0003694,294.4,293.6,257.276507277,0.0275948602362,9323.34880752,rela_nu,rela_f,rela_tp
model113,6.38699457474,11.6799372918,2.24987784382,6.14804201036,36.5802802562,35.5220520063,23.8457346323,False,0.05025,1.186,0.0004298,294.4,293.6,257.276507277,0.0248480051802,10354.0105297,rela_nu,rela_f,rela_tp
model114,3.72956298812,9.33028733882,-3.37433225662,2.47642283339,8.08423460633,22.2998345877,22.8133313622,False,0.05025,0.1122,-0.002416,298.9,293.5,38.115038115,0.00240220187866,15866.7089779,rela_nu,rela_f,rela_tp
model115,4.11419605401,8.18685483134,3.5889903231,-0.37878240067,5.17392254778,37.8244535954,11.2505263158,True,0.05025,3.232,0.002074,294.3,293.7,343.035343035,0.0676950365145,5067.36329128,rela_nu,rela_f,rela_tp
model116,18.7366043955,10.9202955614,11.4441807764,9.59838119644,35.1483918605,21.5928308325,32.9712136527,False,0.05025,1.85,0.0006411,294.3,293.6,294.03029403,0.0387601506239,7585.89141935,rela_nu,rela_f,rela_tp
model117,10.4184173581,11.7665130567,9.24436610446,6.87604303691,39.3367394951,35.6761093391,33.938419126,True,0.05025,0.6063,0.0002489,294.4,293.6,257.276507277,0.0127020406487,20254.7381474,rela_nu,rela_f,rela_tp
model118,8.60576461185,4.89126960475,8.42237670582,-0.131189272829,3.64652953972,27.7928736876,22.299794002,True,0.05025,0.8794,0.0002933,294.5,293.6,228.69022869,0.0184249299076,12411.9999282,rela_nu,rela_f,rela_tp
model119,4.94239441233,7.20404756629,4.85514456667,2.81708601678,21.516544353,39.0618636477,20.2277081735,True,0.05025,0.7718,0.0004438,294.5,293.6,228.69022869,0.016166619955,14145.8282144,rela_nu,rela_f,rela_tp
model120,5.08616252042,19.555986949,0.300640754689,14.8715281567,38.8887252186,39.6698678835,31.8920183322,True,0.05025,0.8708,0.0002699,294.4,293.6,257.276507277,0.0182451755571,14101.0705253,rela_nu,rela_f,rela_tp
model121,6.71656962921,18.0036120037,1.35046798932,11.3921747399,32.8614952924,38.3918627057,24.4854736344,False,0.05025,2.346,0.00235,294.2,293.6,343.035343035,0.0491198474291,6983.64023892,rela_nu,rela_f,rela_tp
model122,4.02454382995,13.5670626144,-1.98769106123,6.65043093466,13.1400924816,38.7698510835,35.3682423023,False,0.05025,2.651,0.0005336,294.3,293.6,294.03029403,0.0555503190254,5293.04420189,rela_nu,rela_f,rela_tp
model123,4.72551549366,19.0677791569,1.97340377547,17.267245889,14.4305733015,28.1904677261,33.480283653,False,0.05025,0.8351,0.0003113,294.5,293.6,228.69022869,0.0174960824268,13070.9391458,rela_nu,rela_f,rela_tp
model124,18.9737477151,18.0812347245,18.596558912,17.1933453139,10.7508155893,34.0518197251,16.8119594517,False,0.05025,0.4732,0.0002252,294.4,293.6,257.276507277,0.00991293495778,25953.6159949,rela_nu,rela_f,rela_tp
model125,18.1094083678,17.5858420044,17.2405118048,12.2148191771,39.6832490251,29.0332100266,28.2428336779,True,0.05025,1.264,0.0004926,294.3,293.6,294.03029403,0.026481467247,11103.2478407,rela_nu,rela_f,rela_tp
model126,3.75027375523,19.4654800012,3.04503144203,13.034621752,19.9868777532,30.0537151628,32.1614798926,False,0.05025,1.577,0.0002869,294.2,293.6,343.035343035,0.0330458502385,10380.5875945,rela_nu,rela_f,rela_tp
model127,6.64423350817,18.3385880372,-1.60011534814,16.5594472393,18.9423818115,38.1538726622,35.6252455704,True,0.05025,3.158,0.0005091,294.3,293.6,294.03029403,0.0661768912878,4443.0961973,rela_nu,rela_f,rela_tp
model128,17.8630470681,3.79032789745,9.59567742065,1.95297796651,33.1226088261,26.0518225223,27.2850495183,False,0.05025,3.442,0.001204,294.2,293.6,343.035343035,0.0721145966994,4756.80872855,rela_nu,rela_f,rela_tp
model129,6.18325625579,12.6233015811,-2.39109402833,6.71316300088,27.2557011285,22.1232037434,39.2076540398,False,0.05025,2.3,0.0004794,294.3,293.6,294.03029403,0.0481949527583,6100.85241716,rela_nu,rela_f,rela_tp
model130,18.6921732186,18.6670939889,15.3758796224,12.2381235524,21.6250028648,32.6040397537,31.2472589327,True,0.05025,1.658,0.001764,294.3,293.6,294.03029403,0.0347125465093,8470.43284339,rela_nu,rela_f,rela_tp
model131,5.62746905317,18.2249608999,2.42104503328,17.3298749324,19.6827125903,30.6000648015,25.5936994121,True,0.05025,0.7555,0.0003312,294.5,293.6,228.69022869,0.0158273531625,14449.0507252,rela_nu,rela_f,rela_tp
model132,13.3055701503,3.87601009361,13.1463584469,0.859528257469,14.7802079176,24.1849805314,34.5586791098,False,0.05025,0.5528,0.0002436,294.6,293.6,205.821205821,0.011580861504,17772.5297681,rela_nu,rela_f,rela_tp
model133,5.2279402828,19.4817523131,1.16299320415,12.3063686637,17.8163991458,34.6816045778,20.9769416634,False,0.05025,2.766,0.0005403,294.2,293.6,343.035343035,0.05796042862,5918.44041189,rela_nu,rela_f,rela_tp
model134,3.90306805161,14.4982115509,1.44557127742,6.51810929579,23.1734438464,35.3175780112,38.9785441808,True,0.05025,1.511,0.00035,294.4,293.6,257.276507277,0.0316612538215,8125.91026013,rela_nu,rela_f,rela_tp
model135,13.1526617285,7.51101604463,4.6417060482,0.94588810708,33.5226295532,36.8874880308,31.0067260565,True,0.05025,2.528,0.0004708,294.3,293.6,294.03029403,0.0529737156472,5550.49405989,rela_nu,rela_f,rela_tp
model136,7.39284866416,4.81211681926,-0.777513932324,-0.222176617647,17.0364158792,20.276638378,21.2703895114,True,0.05025,8.654,-0.0006941,294.0,293.6,514.553014553,0.181391100948,2836.70484309,rela_nu,rela_f,rela_tp
model137,5.21790636112,15.8050410512,-2.36128048961,15.6911573244,14.6796502844,30.9895673661,18.3848557901,False,0.05025,5.585,0.0003664,294.1,293.6,411.642411642,0.117046636818,3516.90935196,rela_nu,rela_f,rela_tp
model138,15.7103614787,3.78218826447,9.24821585724,-0.456148320249,34.7458887593,35.978614086,28.2014715666,False,0.05025,1.606,0.0003073,294.3,293.6,294.03029403,0.0336532248595,8737.06146314,rela_nu,rela_f,rela_tp
model139,3.46108289391,5.66830329054,-1.43833720768,5.28746306521,39.3539079676,28.0626359769,6.12579267256,False,0.05025,1.313,0.0004321,294.5,293.6,228.69022869,0.0275097113427,8313.07263975,rela_nu,rela_f,rela_tp

model141,3.65853251883,7.10784138945,-0.499749608704,4.45073015074,38.9950791319,30.6576209238,21.1801884886,False,0.05025,0.89,0.0003021,294.5,293.6,228.69022869,0.0186469076466,12264.2441859,rela_nu,rela_f,rela_tp
model142,3.29292523281,4.74876896146,1.809998588,3.33365460308,24.137783649,10.8833085076,11.1643204002,True,0.05025,0.9935,-0.0001691,294.5,293.6,228.69022869,0.0208260084001,10980.9918587,rela_nu,rela_f,rela_tp
model143,8.81690626558,14.3343373129,1.42741174053,10.9503521297,24.723062398,30.9263897551,22.1121352355,False,0.05025,3.469,0.0009687,294.2,293.6,343.035343035,0.0726854130673,4719.45234345,rela_nu,rela_f,rela_tp
model144,7.73379344291,15.7596433037,2.24612067387,8.51790446132,29.5144512579,35.5497650433,34.6489087284,True,0.05025,1.797,0.0005701,294.3,293.6,294.03029403,0.0376508278135,7809.39785672,rela_nu,rela_f,rela_tp
model145,3.89847567134,13.9246443723,2.90896937098,12.4389628682,34.9200990167,36.4010789775,13.4339769694,False,0.05025,0.6047,0.0001715,294.5,293.6,228.69022869,0.0126701289384,18049.5581222,rela_nu,rela_f,rela_tp
model146,6.54538368014,11.0228641678,2.39571899649,7.97958430839,22.0386861267,20.6503169377,28.8750720694,False,0.05025,1.176,0.0004589,294.4,293.6,257.276507277,0.024637808324,10442.345516,rela_nu,rela_f,rela_tp
model147,15.5637380469,19.5363401543,11.0120866893,18.503635155,32.2649644959,34.7684613923,24.7681545031,False,0.05025,1.191,0.0003223,294.4,293.6,257.276507277,0.024955051719,10309.5962362,rela_nu,rela_f,rela_tp
model148,3.58871696523,4.03223422241,-1.9152994785,2.74335292728,16.1124251337,16.8767634476,39.9798214819,False,0.05025,1.316,0.0002528,294.5,293.6,228.69022869,0.0275763453243,8292.98538298,rela_nu,rela_f,rela_tp
model149,10.490805226,3.97877935092,8.5281374089,0.730863094663,24.767855309,20.0000227361,27.1694220748,True,0.05025,0.8887,0.0003373,294.5,293.6,228.69022869,0.018618923596,12282.6772188,rela_nu,rela_f,rela_tp
model150,5.15477261678,4.98880680376,3.33619154389,0.0639894157145,29.1309492901,22.0802417184,14.8646119049,False,0.05025,1.474,0.0004201,294.4,293.6,257.276507277,0.030884312872,8330.32965125,rela_nu,rela_f,rela_tp
model151,4.24410882491,12.3151248374,2.33915280415,6.08101943987,8.6363321022,25.4574856878,26.5033007565,False,0.05025,1.798,0.0002884,294.3,293.6,294.03029403,0.0376776905739,7803.83005306,rela_nu,rela_f,rela_tp
model152,4.26343329525,3.5725911002,3.37789374366,-0.0814970674547,13.1220750648,35.0727146845,15.095164093,False,0.05025,0.9778,0.0004016,294.5,293.6,228.69022869,0.0204849957483,11163.7918553,rela_nu,rela_f,rela_tp
model153,11.1981063427,9.34160277415,9.33144999999,5.20102655572,38.3037866526,23.8166122522,39.1150716529,True,0.05025,0.7116,0.0002903,294.5,293.6,228.69022869,0.0149081236272,15339.9739907,rela_nu,rela_f,rela_tp
model154,19.2381399419,12.4316181536,14.1656954379,6.91587778834,29.9187633437,39.1492230093,29.2734905639,False,0.05025,1.719,0.0004016,294.2,293.6,343.035343035,0.0360195810807,9523.5794738,rela_nu,rela_f,rela_tp
model155,5.4539815671,8.28872248118,-2.17472276665,4.7659347384,29.7407401728,31.0876377658,18.3645145167,False,0.05025,2.142,0.0005349,294.4,293.6,257.276507277,0.0448823156131,5732.24673821,rela_nu,rela_f,rela_tp
model156,18.4394537447,5.59717280018,16.4930256964,-1.95528366912,34.2959010461,25.5531728546,15.3256805481,True,0.05025,3.029,0.0004928,294.3,293.6,294.03029403,0.0634735611554,4632.32704575,rela_nu,rela_f,rela_tp
model157,14.585160241,18.9179862833,13.8759537995,11.2590379906,32.2591032286,31.7293671372,34.9347727301,False,0.05025,1.65,0.0004284,294.3,293.6,294.03029403,0.034572869377,8504.6540634,rela_nu,rela_f,rela_tp
model158,7.12194991391,6.19638870219,0.0953240719569,5.55433721018,15.3104029478,21.2583539393,29.3590135919,True,0.05025,3.477,0.0003973,294.2,293.6,343.035343035,0.0728650584326,4707.81675627,rela_nu,rela_f,rela_tp
model159,7.38012984223,12.630641064,-1.49270995982,6.20968268781,36.9911941146,32.9612483353,34.0049999399,True,0.05025,1.906,0.0004519,294.3,293.6,294.03029403,0.0399378029743,7362.20503214,rela_nu,rela_f,rela_tp
model160,6.49502035258,8.1433130583,0.285472411941,2.50765060984,25.4715068761,34.1138733674,17.8655670777,False,0.05025,2.798,0.0005485,294.3,293.6,294.03029403,0.0586309350245,5014.93441828,rela_nu,rela_f,rela_tp
model161,4.23612739801,11.9240382557,3.1463981279,5.25309443545,15.092163766,33.1634684366,14.3618362299,True,0.05025,1.941,0.0005328,294.3,293.6,294.03029403,0.0406696617691,7229.72066253,rela_nu,rela_f,rela_tp
model162,5.35414447865,10.0072544127,2.30424352471,2.28011560373,23.5560833819,25.0916956799,19.7832773369,True,0.05025,3.071,0.0006993,294.3,293.6,294.03029403,0.0643494984086,4569.27095473,rela_nu,rela_f,rela_tp
model163,8.74054311513,15.1008386233,-0.103454208856,9.38487993963,19.29119348,35.5243222805,33.9336476224,False,0.05025,6.837,0.0003478,294.1,293.6,411.642411642,0.143287313801,2872.84617684,rela_nu,rela_f,rela_tp
model164,12.3521304127,13.2951751895,10.0652192758,8.23240315641,27.4279223261,27.4577279403,37.6091587157,False,0.05025,0.9479,0.0004188,294.4,293.6,257.276507277,0.0198579702541,12955.8310333,rela_nu,rela_f,rela_tp
model165,18.5264860803,9.78873190618,16.3808863701,8.5108188892,22.7869610619,34.1071169651,15.7018740686,False,0.05025,0.8406,0.0004197,294.4,293.6,257.276507277,0.0176090833311,14610.4429424,rela_nu,rela_f,rela_tp
model166,4.35863743381,7.76325737896,1.42384489265,1.78381638362,12.5986655466,30.7589843193,17.5849917076,True,0.05025,2.224,0.000863,294.3,293.6,294.03029403,0.0465940521212,6310.46841054,rela_nu,rela_f,rela_tp
model167,13.0780357437,5.62009992534,10.1996347651,0.705272007598,24.4838518935,35.1032717186,36.5522327831,True,0.05025,0.9441,0.0002827,294.4,293.6,257.276507277,0.0197811796885,13006.1255864,rela_nu,rela_f,rela_tp

model169,3.73960576229,9.94384165055,-2.44596135896,5.79260694455,21.4553612662,25.383645148,16.158538498,True,0.05025,2.869,0.0005684,294.3,293.6,294.03029403,0.0601185853488,4890.83853727,rela_nu,rela_f,rela_tp
model170,17.7458226178,11.3115647659,13.2143745922,6.41000947629,28.4467924366,26.6679244025,28.571726405,False,0.05025,1.482,0.0003532,294.3,293.6,294.03029403,0.0310533845752,9468.54257763,rela_nu,rela_f,rela_tp
model171,4.258060697,5.3985983583,1.68496415475,-1.41262340565,16.4927749507,33.5794374409,13.1954349875,False,0.05025,2.352,0.0004315,294.4,293.6,257.276507277,0.0492858088618,5220.09302917,rela_nu,rela_f,rela_tp
model172,15.9078959304,3.9933097991,15.7785311325,-1.06022699895,14.9135070835,38.7390077049,30.6850008855,True,0.05025,0.6488,0.0002802,294.5,293.6,228.69022869,0.0135921292133,16825.1953098,rela_nu,rela_f,rela_tp
model173,5.54536355542,9.56860236312,5.22987729522,3.50331611436,10.6663149005,19.3290690785,18.5782694676,False,0.05025,2.756,0.0002413,294.2,293.6,343.035343035,0.057757108312,5939.2748886,rela_nu,rela_f,rela_tp
model174,9.43898618298,9.04755920632,5.03192142379,2.88534348436,34.8446535814,39.3640184346,34.190387676,True,0.05025,0.9458,0.0002791,294.4,293.6,257.276507277,0.0198168849227,12982.6916935,rela_nu,rela_f,rela_tp
model175,3.66209824707,18.5346239522,-1.93363891472,17.8938155551,20.3089043834,24.8947678567,9.12635312612,False,0.05025,2.742,0.0004322,294.4,293.6,257.276507277,0.0574596855556,4477.51331718,rela_nu,rela_f,rela_tp
model176,3.92593029846,16.619996974,2.77347314724,14.5287592881,31.5815195485,23.8073660635,30.7227977062,False,0.05025,0.6013,0.0002573,294.5,293.6,228.69022869,0.0125970711166,18154.238122,rela_nu,rela_f,rela_tp
model177,11.9341682127,6.47924648206,5.38404886836,1.04858126989,21.7326132588,37.1088994194,25.7497944222,True,0.05025,2.274,0.000387,294.3,293.6,294.03029403,0.0476519632508,6170.37103976,rela_nu,rela_f,rela_tp
model178,4.60859107314,10.9487660991,3.64025536986,3.10985436875,22.4313763545,31.3543069454,16.4797572996,False,0.05025,3.462,0.0005957,294.2,293.6,343.035343035,0.0725465197902,4728.48792785,rela_nu,rela_f,rela_tp
model179,10.6627868329,5.16588828464,7.62333053787,2.59966475056,23.997042237,23.9460395346,12.2919769717,True,0.05025,1.499,0.0001949,294.4,293.6,257.276507277,0.0314130001655,8190.12847932,rela_nu,rela_f,rela_tp
model180,6.84129222626,11.4113950442,-0.6683581651,9.83583717736,33.8563576807,18.3820634381,35.0144223827,False,0.05025,1.612,0.0005829,294.4,293.6,257.276507277,0.0337732008178,7617.77092626,rela_nu,rela_f,rela_tp
model181,6.72788244211,8.30669877356,-1.68648855076,8.11689008705,38.5516128616,29.5145556968,18.4592436454,True,0.05025,1.944,0.0004313,294.4,293.7,294.03029403,0.0407346651641,7218.18364888,rela_nu,rela_f,rela_tp
model182,13.5779626137,9.11194446454,4.85351230564,8.2122381622,36.4002758015,24.6032974524,22.6419786172,True,0.04875,3.776,0.001705,294.4,293.7,294.03029403,0.0791043007925,3716.99504432,rela_nu,rela_f,rela_tp
model183,18.7123219228,11.6422437337,10.4038308518,8.77045468898,36.7398154117,16.4293840635,26.2231981181,False,0.05025,3.672,0.0005165,294.2,293.6,343.035343035,0.0769495058385,4457.92782289,rela_nu,rela_f,rela_tp
model184,4.89149227394,19.8885356201,-0.619488093779,16.9405320173,30.5963814443,37.743634402,23.9643615066,False,0.05025,1.181,0.000514,294.4,293.6,257.276507277,0.0247414469789,10398.6039093,rela_nu,rela_f,rela_tp
model185,17.2565449891,10.7292704957,8.71857106017,7.58405544232,38.1807175704,26.615216887,33.623315771,True,0.05025,2.927,0.0002609,294.3,293.6,294.03029403,0.0613406345046,4793.40157475,rela_nu,rela_f,rela_tp
model186,12.1189402537,7.33780319422,7.45565086021,-0.0559712223042,19.4829542254,19.9939569174,32.6675266215,False,0.05025,2.867,0.0003343,294.2,293.6,343.035343035,0.0600815743879,5709.49324365,rela_nu,rela_f,rela_tp
model187,15.8487025194,5.92246736207,14.2669090415,0.695117596322,21.6544296392,27.6488897041,36.1824414509,False,0.05025,0.8069,0.0003356,294.5,293.6,228.69022869,0.0169045379087,13528.33363,rela_nu,rela_f,rela_tp
model188,5.33054714034,5.01312451447,-3.31702986818,-0.228714395459,22.7229134049,27.064063186,26.2483441406,False,0.05025,3.071,0.0006047,294.3,293.6,294.03029403,0.0643514811013,4569.13017383,rela_nu,rela_f,rela_tp
model189,5.41860585365,4.34175366671,0.196619608036,-3.19755091781,32.652491038,30.257346066,10.2799431892,True,0.05025,3.772,-0.0003077,294.3,293.6,294.03029403,0.0790626495763,3718.95320491,rela_nu,rela_f,rela_tp
model190,6.23436866348,3.70638956251,2.48468996167,3.49010198304,34.7558024801,10.2576682108,13.7404806077,True,0.05025,1.024,0.000267,294.5,293.6,228.69022869,0.021456108535,10658.5137895,rela_nu,rela_f,rela_tp
model191,6.84361071665,11.6273299019,6.20226725897,10.1712022013,28.046070421,15.1525771297,38.5056882434,True,0.05025,0.5189,0.0003335,294.5,293.6,228.69022869,0.0108684775294,21041.6066161,rela_nu,rela_f,rela_tp
model192,11.3890705024,19.3096546173,9.51323735619,10.6857549479,15.9304951035,33.0094119765,33.2676988559,False,0.05025,2.605,0.0004174,294.3,293.6,294.03029403,0.0545886544187,5386.28946182,rela_nu,rela_f,rela_tp
model193,16.7332112403,8.36027876559,12.4936172795,7.74391783756,39.310911074,20.0543004468,16.5198616303,True,0.04886,1.123,-0.0002885,294.4,293.6,257.276507277,0.0235426619755,10928.0975764,rela_nu,rela_f,rela_tp
model194,5.3940853199,5.07327631397,-0.313598884041,1.85856823443,30.0493306808,30.1480963342,21.3743125609,False,0.05025,1.326,0.0004487,294.4,293.6,257.276507277,0.0277818264738,9260.60450053,rela_nu,rela_f,rela_tp
